GeneMark.hmm PROKARYOTIC (Version 3.26)
Date: Mon Aug 10 18:07:25 2015
Sequence file name: seq.fna
Model file name: /home/genemark/parameters/prokaryotic/Aeropyrum_pernix_K1/GeneMark_hmm_combined.mod
RBS: true
Model information: Aeropyrum_pernix_K1

FASTA definition line: gi|118430835|ref|NC_000854.2| Aeropyrum pernix K1, complete genome
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
  268        -      252981      253448          468        1
  269        -      253469      253906          438        1
  270        -      253906      254454          549        1
  271        -      254575      254976          402        1
  272        -      254993      255157          165        1
  273        -      255178      255756          579        1
  274        -      255753      256514          762        1
  275        -      256558      256956          399        1
  276        -      256976      257398          423        1
  277        -      257411      257755          345        1
  278        -      257725      258057          333        1
  279        -      258038      258253          216        1
  280        -      258273      259013          741        1
  281        -      259018      259488          471        1
  282        -      259515      259949          435        1
  283        -      260050      262029         1980        1
  284        -      262022      262981          960        1
  285        -      263050      263760          711        1
  286        -      263700      266894         3195        1
  287        -      266975      267232          258        1
  288        +      267395      267823          429        1
  289        +      267935      268624          690        1
  290        +      268733      269209          477        1
  291        +      269349      270458         1110        1
  292        -      270465      272096         1632        1
  293        -      272277      272759          483        1
  294        -      272766      273245          480        1
  295        -      273269      274609         1341        1
  296        -      274664      276331         1668        1
  297        -      276419      276823          405        1
  298        -      276832      277512          681        1
  299        +      277739      277987          249        1
  300        -      278016      278651          636        1
  301        -      278711      280102         1392        1
  302        -      280144      281937         1794        1
  303        -      281976      282578          603        1
  304        -      282594      282902          309        1
  305        +      283068      284156         1089        1
  306        -      284391      287510         3120        1
  307        -      287521      288069          549        2
  308        -      288073      291639         3567        1
  309        -      291643      294657         3015        1
  310        -      295572      295754          183        1
  311        -      295891      296676          786        1
  312        +      296761      297027          267        1
  313        +      297083      297421          339        1
  314        +      297397      298113          717        1
  315        -      298099      298839          741        1
  316        +      298919      299269          351        1
  317        +      299318      299524          207        1
  318        +      299517      300602         1086        1
  319        +      300613      301296          684        1
  320        -      301243      303111         1869        1
  321        +      303244      303786          543        1
  322        +      303833      304396          564        1
  323        +      304387      304911          525        1
  324        -      304995      305171          177        1
  325        -      305192      306025          834        1
  326        -      306121      306342          222        1
  327        -      306359      306646          288        1
  328        -      306674      307153          480        1
  329        -      307119      308147         1029        1
  330        -      308158      308907          750        1
  331        -      308989      309219          231        1
  332        -      309201      309557          357        1
  333        -      309601      309918          318        1
  334        -      309915      310214          300        1
  335        -      310227      310859          633        1
  336        -      310912      311538          627        1
  337        -      311531      312190          660        1
  338        -      312215      313279         1065        1
  339        -      313378      313902          525        1
  340        +      313995      315728         1734        1
  341        -      315792      315986          195        1
  342        +      316097      316210          114        1
  343        -      316237      316764          528        1
  344        -      316820      317542          723        1
  345        +      317638      318996         1359        1
  346        -      318962      319207          246        1
  347        -      319335      319673          339        1
  348        +      319733      320038          306        1
  349        +      320278      320703          426        1
  350        -      320700      322241         1542        1
  351        +      322389      323228          840        1
  352        -      323288      324478         1191        1
  353        +      324597      325049          453        1
  354        +      325141      325575          435        1
  355        -      325980      326717          738        1
  356        -      327082      327993          912        1
  357        -      328347      328667          321        1
  358        -      328673      328873          201        2
  359        -      329133      329600          468        2
  360        -      329606      329833          228        1
  361        -      329873      330058          186        2
  362        -      330289      331263          975        1
  363        +      331447      332634         1188        1
  364        +      332693      333265          573        1
  365        -      333223      333543          321        1
  366        -      333605      334708         1104        1
  367        -      335016      335327          312        1
  368        -      335400      336677         1278        1
  369        +      336784      338289         1506        1
  370        -      338421      339842         1422        1
  371        +      340218      340775          558        1
  372        +      340772      342148         1377        1
  373        -      342145      342834          690        1
  374        +      342968      343795          828        1
  375        -      343821      344771          951        1
  376        +      344881      345564          684        1
  377        +      345570      346643         1074        1
  378        +      346795      347679          885        1
  379        +      347658      348359          702        1
  380        -      348396      348827          432        1
  381        -      348883      349293          411        1
  382        -      349385      350152          768        1
  383        -      350149      350760          612        1
  384        +      350952      351503          552        1
  385        +      351560      352618         1059        1
  386        -      352615      353700         1086        1
  387        -      353721      354239          519        1
  388        +      354317      355375         1059        1
  389        +      355351      355875          525        1
  390        +      355875      356681          807        1
  391        -      356687      357745         1059        1
  392        +      357912      358571          660        1
  393        +      358808      360823         2016        1
  394        -      360842      361378          537        1
  395        +      361519      361752          234        1
  396        +      361782      361970          189        1
  397        +      362082      363203         1122        1
  398        -      363298      364431         1134        1
  399        -      364487      365389          903        1
  400        +      365508      366251          744        1
  401        +      366248      367111          864        1
  402        +      367104      367490          387        1
  403        -      367617      368681         1065        1
  404        +      369283      369477          195        2
  405        +      369558      370574         1017        1
  406        +      370582      370857          276        1
  407        -      370874      372043         1170        1
  408        +      372386      372760          375        1
  409        +      372806      373963         1158        1
  410        -      373908      374615          708        1
  411        +      374633      375946         1314        1
  412        +      375992      376315          324        1
  413        +      376358      376699          342        1
  414        +      376793      377773          981        1
  415        +      377718      378551          834        1
  416        +      378581      379144          564        1
  417        +      379132      379863          732        1
  418        +      379829      380893         1065        1
  419        -      380994      382289         1296        1
  420        +      382374      383825         1452        1
  421        -      383822      384628          807        1
  422        -      384618      384869          252        1
  423        -      384859      386001         1143        1
  424        -      385991      387274         1284        1
  425        -      387262      388104          843        1
  426        -      388104      388925          822        1
  427        -      388922      389590          669        1
  428        -      389597      390673         1077        1
  429        -      390655      391467          813        1
  430        -      391487      392455          969        1
  431        -      392495      393205          711        1
  432        +      393471      396176         2706        1
  433        -      396343      396495          153        1
  434        -      396676      397476          801        1
  435        -      397737      398294          558        1
  436        +      398532      399095          564        1
  437        +      399079      399348          270        1
  438        +      399452      400603         1152        1
  439        -      400709      401341          633        1
  440        +      401639      401890          252        1
  441        -      402512      402886          375        1
  442        -      403297      403794          498        1
  443        -      403788      404324          537        1
  444        +      404463      404693          231        1
  445        +      404690      405439          750        1
  446        -      405399      405857          459        1
  447        -      405916      406488          573        1
  448        -      406481      407257          777        1
  449        -      407392      411387         3996        1
  450        -      411629      416281         4653        1
  451        -      416585      418207         1623        1
  452        -      418295      419557         1263        1
  453        -      419623      425475         5853        1
  454        +      425604      425870          267        1
  455        -      425867      426631          765        1
  456        -      426579      426917          339        1
  457        +      427181      428431         1251        1
  458        +      428768      428923          156        1
  459        +      428911      429201          291        1
  460        +      429341      429961          621        1
  461        -      429927      431186         1260        1
  462        +      431450      432202          753        1
  463        -      432274      432666          393        1
  464        +      432769      433542          774        1
  465        -      433555      434643         1089        1
  466        +      434769      435854         1086        1
  467        +      435875      436312          438        1
  468        -      436309      438771         2463        1
  469        -      438938      439117          180        1
  470        -      439311      440357         1047        1
  471        -      440385      441755         1371        1
  472        -      441794      442057          264        1
  473        +      442140      442481          342        1
  474        +      442519      443769         1251        1
  475        -      443766      444122          357        1
  476        -      444124      444819          696        1
  477        +      445709      446722         1014        1
  478        -      446854      447528          675        1
  479        +      447602      448753         1152        1
  480        -      448944      449870          927        1
  481        +      450010      452067         2058        1
  482        +      452083      453288         1206        1
  483        -      453318      453668          351        1
  484        -      453815      454639          825        1
  485        -      454661      455590          930        1
  486        +      455870      456316          447        1
  487        +      456385      456681          297        1
  488        -      456708      457094          387        1
  489        -      457084      457605          522        1
  490        +      457695      457901          207        1
  491        +      457930      458598          669        1
  492        +      458574      459086          513        1
  493        +      459143      460255         1113        1
  494        -      460283      461257          975        1
  495        +      461515      462813         1299        1
  496        -      462905      464341         1437        1
  497        -      464346      465761         1416        1
  498        -      465795      466223          429        1
  499        +      466315      467247          933        1
  500        -      467244      467744          501        1
  501        +      468074      468535          462        1
  502        -      468551      469720         1170        1
  503        -      469739      471445         1707        1
  504        +      471745      474039         2295        1
  505        +      474092      474271          180        1
  506        +      474277      475143          867        1
  507        -      475118      476245         1128        1
  508        +      476501      478012         1512        1
  509        +      478297      479115          819        1
  510        -      479413      479799          387        1
  511        -      479786      480055          270        1
  512        -      480059      480400          342        1
  513        -      480407      480652          246        1
  514        -      481152      481367          216        1
  515        -      481345      481629          285        1
  516        +      481712      481879          168        2
  517        -      481978      482151          174        1
  518        -      482257      482580          324        1
  519        -      482633      484669         2037        1
  520        -      484760      485614          855        1
  521        -      485768      486436          669        1
  522        -      486458      486715          258        1
  523        +      486804      487088          285        1
  524        +      487088      487195          108        1
  525        -      487176      487541          366        1
  526        -      487552      488331          780        1
  527        -      488396      489571         1176        1
  528        +      489628      490233          606        1
  529        +      490226      490624          399        1
  530        +      490641      491384          744        1
  531        +      491368      491670          303        1
  532        +      491748      492017          270        2
  533        +      492098      493135         1038        1
  534        -      493143      493787          645        1
  535        -      493933      494244          312        1
  536        +      494656      496827         2172        1
  537        +      496927      497982         1056        1
  538        +      498000      498335          336        1
  539        +      498332      499132          801        1
  540        +      499129      499716          588        1
  541        +      499774      500649          876        1
  542        +      500633      501706         1074        1
  543        +      501836      501955          120        1
  544        +      502211      502624          414        1
  545        +      502674      502949          276        1
  546        +      503669      504637          969        1
  547        -      504608      505327          720        1
  548        +      505445      506389          945        1
  549        +      506419      507420         1002        1
  550        +      507521      508675         1155        1
  551        +      508748      509086          339        1
  552        +      509317      509676          360        1
  553        +      509666      510844         1179        1
  554        -      510839      511570          732        1
  555        +      511794      512183          390        1
  556        -      512300      513247          948        1
  557        +      513376      514365          990        1
  558        +      514664      515131          468        1
  559        +      515109      516314         1206        1
  560        -      516322      516687          366        1
  561        +      516952      518844         1893        1
  562        +      519068      519397          330        1
  563        +      519505      520416          912        1
  564        +      520535      521128          594        1
  565        +      521170      521580          411        1
  566        -      521974      522867          894        1
  567        -      522983      523771          789        1
  568        +      524923      525633          711        1
  569        +      525646      528093         2448        1
  570        +      528108      528419          312        1
  571        +      528441      528551          111        1
  572        +      528673      529365          693        1
  573        +      530002      530595          594        1
  574        -      530597      531679         1083        1
  575        +      531813      532616          804        1
  576        -      532575      533801         1227        1
  577        -      533865      534953         1089        1
  578        +      535148      536770         1623        1
  579        +      536937      538352         1416        1
  580        +      538405      539388          984        1
  581        +      539396      540478         1083        1
  582        -      540516      540794          279        1
  583        +      540862      541725          864        1
  584        +      541718      542284          567        1
  585        +      542774      544132         1359        1
  586        +      544129      544380          252        1
  587        +      544519      544908          390        1
  588        +      544909      545889          981        1
  589        -      545948      546655          708        2
  590        +      547079      548005          927        2
  591        +      548226      548417          192        2
  592        +      549716      549979          264        1
  593        +      549957      550436          480        1
  594        +      550442      551401          960        1
  595        +      551405      551809          405        1
  596        +      551796      552668          873        1
  597        +      552807      553472          666        1
  598        +      553499      554215          717        1
  599        +      554231      555496         1266        1
  600        +      555521      555811          291        1
  601        +      555824      558604         2781        1
  602        +      558639      559010          372        1
  603        +      559010      559300          291        1
  604        +      559331      559648          318        1
  605        +      559676      559942          267        1
  606        +      559993      561267         1275        1
  607        +      561264      561488          225        1
  608        +      561510      562358          849        1
  609        +      562446      564050         1605        1
  610        +      564171      564293          123        1
  611        +      564324      564830          507        1
  612        +      564811      565827         1017        1
  613        +      565904      566224          321        1
  614        +      566269      566676          408        1
  615        +      566712      567041          330        1
  616        +      567135      568112          978        1
  617        +      568103      568360          258        1
  618        +      568541      568717          177        1
  619        +      568890      569357          468        2
  620        -      569321      570364         1044        2
  621        +      570844      571044          201        1
  622        +      571041      572450         1410        1
  623        -      572452      573504         1053        1
  624        +      573589      574260          672        1
  625        +      574307      574792          486        1
  626        +      574798      576231         1434        1
  627        +      576234      577838         1605        1
  628        -      577907      578191          285        1
  629        +      578334      578576          243        1
  630        +      578583      578834          252        1
  631        +      578834      579262          429        1
  632        +      579270      579509          240        1
  633        +      579522      579803          282        1
  634        +      579791      580021          231        1
  635        +      580035      580361          327        1
  636        +      580364      580612          249        1
  637        -      581840      582673          834        1
  638        -      582706      583872         1167        1
  639        -      584257      584688          432        2
  640        -      584796      585035          240        1
  641        +      585788      586276          489        1
  642        +      586409      587476         1068        1
  643        +      587497      587715          219        1
  644        +      587691      588800         1110        1
  645        -      588816      589628          813        1
  646        +      589726      592311         2586        1
  647        +      592653      593039          387        1
  648        -      593115      593801          687        1
  649        +      594001      594750          750        1
  650        +      594850      595206          357        1
  651        +      595377      597050         1674        1
  652        +      597205      597987          783        1
  653        +      598062      598373          312        1
  654        +      598442      599509         1068        1
  655        -      599458      600351          894        1
  656        +      600515      602017         1503        1
  657        +      602220      602984          765        1
  658        +      602987      603700          714        1
  659        +      603714      604778         1065        1
  660        +      604791      605954         1164        1
  661        +      606207      606680          474        1
  662        +      606787      607980         1194        1
  663        +      607994      608533          540        1
  664        -      608538      609401          864        1
  665        -      609398      610360          963        1
  666        +      610658      611482          825        1
  667        -      611982      612995         1014        1
  668        -      613140      613880          741        1
  669        -      613838      614140          303        1
  670        -      614127      615140         1014        1
  671        -      615181      615984          804        1
  672        -      615985      616755          771        1
  673        -      616742      617770         1029        1
  674        -      617865      619088         1224        1
  675        -      619287      620204          918        1
  676        -      620226      620579          354        1
  677        -      620593      621069          477        1
  678        -      621140      622891         1752        1
  679        -      622982      623413          432        1
  680        +      623521      624243          723        1
  681        +      624234      624947          714        1
  682        -      625330      626178          849        1
  683        +      626278      627063          786        1
  684        -      627081      627365          285        1
  685        -      627391      627765          375        1
  686        -      627961      629115         1155        1
  687        -      629165      629980          816        1
  688        -      630141      631025          885        1
  689        +      631187      631357          171        1
  690        +      631540      632403          864        1
  691        -      632429      634603         2175        1
  692        +      634776      635978         1203        1
  693        +      636199      637671         1473        1
  694        +      637739      638755         1017        1
  695        -      638752      639105          354        1
  696        +      639257      639430          174        1
  697        +      639591      640484          894        1
  698        -      640593      641381          789        1
  699        +      641521      641709          189        1
  700        -      641706      642008          303        1
  701        -      642059      642577          519        1
  702        -      642574      642846          273        1
  703        -      642889      644184         1296        1
  704        -      644279      644707          429        1
  705        -      644738      645346          609        1
  706        -      645349      646722         1374        1
  707        +      647069      648070         1002        1
  708        +      648195      648911          717        1
  709        +      648886      649353          468        1
  710        +      649439      649762          324        1
  711        +      649777      650541          765        1
  712        +      650565      651299          735        1
  713        +      651259      652134          876        1
  714        -      652096      653442         1347        1
  715        -      653484      653639          156        1
  716        -      653787      654218          432        1
  717        -      654283      655446         1164        1
  718        -      655464      657020         1557        1
  719        +      657145      658074          930        1
  720        +      658128      658400          273        1
  721        -      658432      658962          531        1
  722        +      659066      659848          783        1
  723        -      659992      660504          513        1
  724        -      660661      661536          876        1
  725        -      661543      664455         2913        1
  726        +      664563      665474          912        1
  727        +      665527      666162          636        1
  728        +      666180      666842          663        1
  729        -      666839      668230         1392        1
  730        -      668268      669449         1182        1
  731        +      669553      669963          411        1
  732        +      670032      670700          669        1
  733        +      670707      671204          498        1
  734        -      671246      671680          435        1
  735        -      671698      672843         1146        1
  736        +      673174      673923          750        1
  737        -      673939      675039         1101        1
  738        +      675165      676019          855        1
  739        +      676058      677530         1473        1
  740        +      677527      678489          963        1
  741        +      678476      679225          750        1
  742        -      679324      680019          696        1
  743        -      680209      681249         1041        1
  744        -      681316      682329         1014        1
  745        -      682380      682727          348        1
  746        -      682835      683386          552        1
  747        +      683610      684746         1137        1
  748        +      684768      685646          879        1
  749        -      685671      687290         1620        1
  750        -      687298      687789          492        1
  751        +      688007      688714          708        1
  752        -      688868      689794          927        1
  753        -      689889      690332          444        1
  754        -      690350      690616          267        1
  755        -      690613      691314          702        1
  756        -      691407      691721          315        1
  757        -      691740      691895          156        1
  758        -      691947      692294          348        1
  759        -      692371      692832          462        1
  760        -      692838      693110          273        1
  761        -      693061      693552          492        1
  762        -      693527      695371         1845        1
  763        +      695697      696863         1167        1
  764        -      696860      697279          420        1
  765        -      697242      698084          843        1
  766        +      698190      699224         1035        1
  767        -      699271      700434         1164        1
  768        +      700770      701186          417        1
  769        -      701208      702131          924        1
  770        +      702212      702940          729        1
  771        -      702971      704815         1845        1
  772        +      705007      706125         1119        1
  773        +      706125      706454          330        1
  774        +      706474      708192         1719        1
  775        +      708253      708612          360        1
  776        +      708619      708810          192        1
  777        +      708868      709917         1050        1
  778        +      709878      710573          696        1
  779        +      710566      711132          567        1
  780        +      711198      711650          453        1
  781        +      711910      713226         1317        1
  782        +      713211      714272         1062        1
  783        +      714269      715267          999        1
  784        +      715292      716599         1308        1
  785        +      716569      716826          258        1
  786        +      717476      717610          135        2
  787        -      717868      718059          192        2
  788        -      718200      718676          477        2
  789        +      719079      719723          645        1
  790        +      719720      720841         1122        1
  791        +      720834      722402         1569        1
  792        -      722399      722920          522        1
  793        -      723046      724278         1233        1
  794        -      724355      725056          702        1
  795        -      725116      725871          756        1
  796        +      726032      726304          273        1
  797        +      726370      726537          168        1
  798        -      726552      726815          264        1
  799        -      726823      727887         1065        1
  800        +      728049      729443         1395        1
  801        -      730149      730712          564        2
  802        -      730716      731618          903        2
  803        -      731627      732619          993        2
  804        -      732632      733699         1068        1
  805        -      734385      735953         1569        2
  806        -      736704      737633          930        2
  807        -      738215      739288         1074        2
  808        -      739270      740559         1290        2
  809        -      740556      742859         2304        2
  810        -      742865      743923         1059        2
  811        -      744013      744588          576        2
  812        -      745695      746786         1092        1
  813        -      746791      747663          873        1
  814        -      747756      748187          432        1
  815        -      748448      748753          306        2
  816        -      748874      749425          552        1
  817        +      749617      749826          210        1
  818        +      749853      750650          798        1
  819        +      750640      751791         1152        1
  820        -      751816      753192         1377        1
  821        +      753392      754642         1251        1
  822        +      754817      756670         1854        1
  823        +      756713      757804         1092        1
  824        +      758071      758241          171        2
  825        -      758678      759475          798        2
  826        +      759592      759789          198        1
  827        -      759849      760274          426        1
  828        -      760255      760476          222        1
  829        +      760854      761129          276        1
  830        +      761133      761231           99        1
  831        +      761748      763202         1455        1
  832        +      763296      763670          375        1
  833        +      764281      768282         4002        1
  834        +      768368      769969         1602        1
  835        -      770147      771226         1080        1
  836        +      771475      772323          849        1
  837        +      772445      773461         1017        1
  838        +      773611      774780         1170        1
  839        +      774777      775931         1155        1
  840        -      776023      776754          732        1
  841        -      776762      777886         1125        2
  842        -      777900      778748          849        2
  843        -      778745      780457         1713        1
  844        -      780435      781349          915        1
  845        -      781330      782373         1044        1
  846        -      782381      782830          450        1
  847        -      782944      783666          723        1
  848        -      783636      784235          600        1
  849        -      784237      784515          279        2
  850        -      784519      785502          984        1
  851        -      785499      786257          759        1
  852        -      787524      787940          417        2
  853        +      788108      788200           93        1
  854        -      789060      789260          201        1
  855        -      789491      789733          243        2
  856        -      789800      791551         1752        1
  857        -      791720      792700          981        1
  858        +      792957      795506         2550        1
  859        +      795518      796438          921        1
  860        +      796462      797211          750        1
  861        +      797208      798527         1320        1
  862        +      798965      799516          552        1
  863        +      799541      800170          630        1
  864        +      800283      801143          861        1
  865        +      801192      802235         1044        1
  866        -      802232      803518         1287        1
  867        -      803617      804066          450        1
  868        -      804053      804472          420        1
  869        -      804586      805758         1173        1
  870        +      806189      807409         1221        1
  871        +      807504      807785          282        1
  872        +      808505      809323          819        1
  873        -      809320      809856          537        1
  874        -      809861      810268          408        1
  875        -      810304      810966          663        1
  876        -      810982      811275          294        1
  877        +      811531      813462         1932        1
  878        +      813545      814045          501        1
  879        +      814096      815097         1002        1
  880        -      815094      816500         1407        1
  881        +      816848      820699         3852        1
  882        +      820739      822133         1395        1
  883        +      822153      823118          966        1
  884        +      823273      824079          807        1
  885        +      824082      824618          537        1
