GeneMark.hmm PROKARYOTIC (Version 3.26)
Date: Mon Aug 10 18:09:50 2015
Sequence file name: seq.fna
Model file name: /home/genemark/parameters/prokaryotic/Mycobacterium_tuberculosis_H37Rv/GeneMark_hmm_combined.mod
RBS: true
Model information: Mycobacterium_tuberculosis_H37Rv

FASTA definition line: gi|444893469|emb|AL123456.3| Mycobacterium tuberculosis H37Rv complete genome
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
  103        -      103710      104669          960        1
  104        +      104713      104808           96        1
  105        -      104805      105101          297        1
  106        +      105342      106715         1374        1
  107        +      106734      107603          870        1
  108        +      107600      108151          552        1
  109        +      108201      109778         1578        1
  110        +      109771      110019          249        1
  111        +      110049      117539         7491        1
  112        +      117777      119699         1923        1
  113        -      119915      122158         2244        1
  114        +      122344      123831         1488        1
  115        -      123980      124264          285        1
  116        +      124374      125570         1197        1
  117        -      125643      130541         4899        1
  118        -      130895      131137          243        1
  119        +      131382      132872         1491        1
  120        +      133131      133769          639        1
  121        +      133983      136007         2025        1
  122        +      136289      137245          957        1
  123        +      137319      137909          591        1
  124        +      138010      138513          504        1
  125        +      138513      139673         1161        1
  126        +      139956      140144          189        1
  127        -      140267      141031          765        1
  128        +      141194      142144          951        1
  129        -      142128      143846         1719        1
  130        +      143998      145626         1629        1
  131        -      145627      147771         2145        1
  132        -      147908      148342          435        1
  133        +      148635      148859          225        2
  134        +      148856      149224          369        1
  135        +      149533      150996         1464        1
  136        +      151148      152215         1068        1
  137        +      152324      154129         1806        1
  138        +      154232      155599         1368        1
  139        +      155667      156446          780        1
  140        -      156578      157600         1023        1
  141        +      157847      158302          456        1
  142        -      158315      159658         1344        1
  143        -      159700      160782         1083        1
  144        +      160869      161474          606        1
  145        +      161771      162673          903        1
  146        -      162644      163249          606        1
  147        +      163366      164691         1326        1
  148        -      164712      165260          549        1
  149        +      165323      165826          504        1
  150        +      165827      166849         1023        1
  151        +      166910      167290          381        1
  152        -      167271      167681          411        1
  153        +      167726      168637          912        1
  154        -      168704      170182         1479        1
  155        +      170581      171126          546        1
  156        +      171215      172168          954        1
  157        +      172202      173143          942        1
  158        +      173238      174758         1521        1
  159        +      174833      175693          861        1
  160        +      175742      176668          927        1
  161        -      176665      176988          324        1
  162        +      177388      177513          126        1
  163        -      177543      179225         1683        1
  164        -      179319      180791         1473        1
  165        -      180805      181029          225        1
  166        -      181155      181985          831        1
  167        -      181987      183210         1224        1
  168        +      183415      183561          147        1
  169        +      183622      184722         1101        1
  170        +      184723      185055          333        1
  171        +      185052      186479         1428        1
  172        -      186495      186620          126        1
  173        +      186785      187429          645        1
  174        -      187433      188839         1407        1
  175        -      188931      190439         1509        1
  176        +      190583      191956         1374        1
  177        -      191984      193114         1131        1
  178        +      193117      193572          456        1
  179        +      193671      194111          441        1
  180        -      194144      194815          672        1
  181        +      195101      196657         1557        1
  182        +      196861      197658          798        1
  183        +      197660      198529          870        1
  184        +      198534      199898         1365        1
  185        +      199895      200935         1041        1
  186        +      200974      202479         1506        1
  187        +      202476      204068         1593        1
  188        +      204068      205237         1170        1
  189        +      205231      206778         1548        1
  190        +      206748      207455          708        1
  191        +      207452      208420          969        1
  192        +      208417      208971          555        1
  193        +      208938      209672          735        1
  194        -      209703      210812         1110        1
  195        -      210892      212250         1359        1
  196        -      212277      213011          735        1
  197        -      213028      214026          999        1
  198        +      214088      214927          840        1
  199        +      214969      215718          750        1
  200        +      215757      216224          468        1
  201        +      216269      218344         2076        1
  202        +      218711      219367          657        1
  203        +      219525      219917          393        1
  204        -      219996      221723         1728        1
  205        +      221871      222161          291        1
  206        +      222361      223530         1170        1
  207        +      223798      224664          867        1
  208        -      224724      226571         1848        1
  209        +      226878      230462         3585        1
  210        +      230481      230630          150        1
  211        +      230836      231534          699        1
  212        +      231668      232231          564        1
  213        +      232231      234519         2289        1
  214        -      234516      236507         1992        1
  215        +      236550      237209          660        1
  216        +      237206      237895          690        1
  217        -      237892      238395          504        1
  218        -      238392      241292         2901        1
  219        +      241514      241924          411        1
  220        -      241976      243052         1077        1
  221        +      243384      244487         1104        1
  222        -      244484      247294         2811        1
  223        -      247384      248112          729        1
  224        -      248115      248708          594        1
  225        +      249038      250123         1086        1
  226        +      250120      251598         1479        1
  227        +      251782      253602         1821        1
  228        -      253669      254628          960        1
  229        -      254637      255968         1332        1
  230        +      256160      257677         1518        1
  231        -      257783      258856         1074        1
  232        +      258913      259926         1014        1
  233        -      259923      260831          909        1
  234        +      260924      262252         1329        1
  235        +      262254      262802          549        1
  236        +      262812      264023         1212        1
  237        +      264067      265476         1410        1
  238        +      265507      266295          789        1
  239        -      266301      267764         1464        1
  240        -      267863      268627          765        1
  241        +      268663      269817         1155        1
  242        -      269834      271564         1731        1
  243        -      271574      272839         1266        1
  244        +      273055      274278         1224        1
  245        -      274306      274719          414        1
  246        -      274710      274904          195        1
  247        -      274983      275963          981        1
  248        +      276058      277764         1707        1
  249        +      277899      278588          690        1
  250        +      278585      279529          945        1
  251        -      279605      280978         1374        1
  252        -      281166      282614         1449        1
  253        -      282649      286851         4203        1
  254        -      286898      287071          174        1
  255        +      287186      288352         1167        1
  256        +      288476      289042          567        1
  257        +      289104      289337          234        1
  258        +      289345      289782          438        1
  259        -      289812      290654          843        1
  260        -      290665      292029         1365        1
  261        +      292171      293493         1323        1
  262        -      293798      295633         1836        1
  263        +      296005      296493          489        1
  264        +      296848      298119         1272        1
  265        -      298116      298844          729        1
  266        -      298863      300803         1941        1
  267        -      300834      301655          822        1
  268        -      301735      302028          294        1
  269        -      302173      302652          480        1
  270        +      302917      305427         2511        1
  271        +      305453      305809          357        1
  272        -      305825      306349          525        1
  273        -      306374      307858         1485        1
  274        -      307877      309547         1671        1
  275        -      310294      310698          405        1
  276        -      310774      311517          744        1
  277        -      311514      312659         1146        1
  278        -      312759      314168         1410        1
  279        -      314309      314854          546        1
  280        -      314864      315766          903        1
  281        -      315783      316436          654        1
  282        -      316511      317473          963        1
  283        -      317525      321154         3630        1
  284        +      321331      322722         1392        1
  285        -      322764      322967          204        1
  286        -      323338      324531         1194        1
  287        +      324567      326249         1683        1
  288        -      326266      328461         2196        1
  289        -      328575      329591         1017        1
  290        -      329705      330325          621        1
  291        +      330422      331003          582        1
  292        -      330933      331658          726        1
  293        +      331748      332668          921        1
  294        -      332708      333136          429        1
  295        -      333160      333333          174        1
  296        -      333437      336310         2874        1
  297        -      336560      339073         2514        1
  298        +      339364      340974         1611        1
  299        +      340998      341906          909        1
  300        +      342130      344025         1896        1
  301        +      344022      345638         1617        1
  302        +      345635      349627         3993        1
  303        +      349624      349932          309        1
  304        +      349935      351476         1542        1
  305        +      351525      351818          294        1
  306        +      351848      352138          291        1
  307        +      352149      353036          888        1
  308        +      353083      354501         1419        1
  309        +      354498      355883         1386        1
  310        +      355880      356875          996        1
  311        -      356862      358073         1212        1
  312        +      358171      358956          786        1
  313        -      358945      359748          804        1
  314        -      359758      361182         1425        1
  315        +      361334      363109         1776        1
  316        +      363252      363479          228        1
  317        +      363476      363778          303        1
  318        +      363826      364047          222        2
  319        +      364038      364469          432        1
  320        +      364683      365237          555        1
  321        +      365234      366142          909        1
  322        -      366150      372965         6816        1
  323        -      372820      375711         2892        1
  324        +      375941      376585          645        1
  325        -      376573      377055          483        1
  326        +      377113      377829          717        1
  327        +      378000      378587          588        1
  328        -      378657      379148          492        1
  329        +      379172      380401         1230        1
  330        +      380556      382418         1863        1
  331        +      382490      382876          387        1
  332        -      382879      383514          636        1
  333        +      383632      384486          855        1
  334        +      384499      385149          651        1
  335        -      385173      385874          702        1
  336        -      386305      387081          777        1
  337        +      387148      387816          669        1
  338        +      387963      388550          588        1
  339        +      388582      389154          573        1
  340        +      389260      390591         1332        1
  341        -      390580      391215          636        1
  342        +      391352      392032          681        1
  343        +      392066      392263          198        1
  344        +      392273      392728          456        1
  345        -      392696      394045         1350        1
  346        +      394111      394713          603        1
  347        -      394694      395320          627        1
  348        -      395347      396087          741        1
  349        +      396201      397367         1167        1
  350        +      397472      398227          756        1
  351        +      398203      398628          426        1
  352        +      398658      399524          867        1
  353        -      399535      399837          303        1
  354        +      400168      401703         1536        1
  355        -      401873      403162         1290        1
  356        -      403193      405841         2649        1
  357        -      405950      408400         2451        1
  358        +      408634      409173          540        1
  359        +      409356      410801         1446        1
  360        +      410907      412760         1854        1
  361        +      412757      414238         1482        1
  362        -      414381      414914          534        1
  363        +      415044      415460          417        1
  364        -      415502      416965         1464        1
  365        -      417284      417454          171        1
  366        +      417457      418290          834        1
  367        +      418293      418946          654        1
  368        +      418949      419608          660        1
  369        +      419835      421712         1878        1
  370        +      421709      422416          708        1
  371        +      422452      423639         1188        1
  372        +      423639      424019          381        1
  373        -      424269      424694          426        1
  374        -      424777      434679         9903        1
  375        -      434830      435459          630        1
  376        -      435471      436769         1299        1
  377        +      436860      437507          648        1
  378        +      437518      438297          780        1
  379        -      438302      438715          414        1
  380        +      438822      439649          828        1
  381        +      439871      441253         1383        1
  382        -      441265      442299         1035        1
  383        +      442395      443078          684        1
  384        -      443067      444197         1131        1
  385        -      444222      444815          594        1
  386        -      444844      445233          390        1
  387        -      445314      446525         1212        1
  388        -      446531      447133          603        1
  389        -      447147      448043          897        1
  390        -      448040      448633          594        1
  391        -      448630      449385          756        1
  392        -      449404      451803         2400        1
  393        -      451800      452279          480        1
  394        -      452294      453196          903        1
  395        -      453230      454396         1167        1
  396        +      454421      455386          966        1
  397        +      455631      455858          228        1
  398        +      455977      456192          216        1
  399        -      456268      456867          600        1
  400        -      456915      457823          909        1
  401        -      457841      458380          540        1
  402        -      458461      459315          855        1
  403        -      459456      462089         2634        1
  404        +      462135      463307         1173        1
  405        +      463411      466668         3258        1
  406        -      466672      467406          735        1
  407        -      467459      468001          543        1
  408        +      468419      469594         1176        1
  409        +      469591      470013          423        1
  410        +      470010      471230         1221        1
  411        -      471227      472639         1413        1
  412        +      472914      473105          192        1
  413        +      473114      474106          993        1
  414        -      474122      474841          720        2
  415        +      474904      475344          441        2
  416        +      475350      475742          393        1
  417        +      475816      476184          369        1
  418        -      476679      477320          642        1
  419        -      477327      478556         1230        1
  420        -      478566      479753         1188        1
  421        +      479789      480160          372        1
  422        -      480355      483231         2877        1
  423        -      483228      483656          429        1
  424        +      484529      485734         1206        2
  425        +      487027      489939         2913        1
  426        -      489887      490705          819        1
  427        +      490783      491793         1011        1
  428        +      491786      493858         2073        1
  429        +      493851      495008         1158        1
  430        -      495062      497371         2310        1
  431        -      497314      498300          987        1
  432        -      498300      499619         1320        1
  433        +      499746      500366          621        1
  434        -      500350      501018          669        1
  435        +      501148      502170         1023        1
  436        +      502167      502373          207        1
  437        +      502366      503124          759        1
  438        +      503146      503298          153        1
  439        +      503496      504998         1503        1
  440        +      505140      506582         1443        1
  441        -      506561      506887          327        1
  442        -      507132      507761          630        1
  443        -      507758      508585          828        1
  444        -      508582      510225         1644        1
  445        -      510377      510655          279        1
  446        -      510702      515321         4620        1
  447        -      515373      515774          402        1
  448        -      516017      516892          876        1
  449        -      516895      517767          873        1
  450        -      517803      518396          594        1
  451        +      518733      519041          309        1
  452        +      519139      519567          429        1
  453        +      519600      520322          723        1
  454        +      520387      521454         1068        1
  455        +      521514      522167          654        1
  456        +      522264      522350           87        1
  457        -      522347      524533         2187        1
  458        -      524530      525396          867        1
  459        -      525387      526082          696        1
  460        -      526143      527321         1179        1
  461        -      527379      528314          936        1
  462        +      528608      530230         1623        1
  463        -      530296      530724          429        1
  464        -      530751      532214         1464        1
  465        +      532396      532911          516        1
  466        -      533091      533789          699        1
  467        -      533833      534396          564        1
  468        -      534445      535227          783        1
  469        -      535224      536507         1284        1
  470        -      536504      537235          732        1
  471        -      537229      538524         1296        1
  472        -      538588      541491         2904        1
  473        -      541488      541904          417        1
  474        +      542142      542852          711        1
  475        +      543195      544730         1536        1
  476        -      544736      545059          324        1
  477        -      545375      545821          447        1
  478        -      545889      546803          915        1
  479        -      547076      547357          282        1
  480        -      547586      549607         2022        1
  481        +      549675      551198         1524        1
  482        +      551198      551689          492        1
  483        +      551710      551988          279        1
  484        +      551981      552550          570        1
  485        +      552614      554008         1395        1
  486        +      554016      554309          294        1
  487        -      554313      554885          573        1
  488        -      554882      556306         1425        1
  489        +      556458      557252          795        1
  490        +      557527      558813         1287        1
  491        +      558940      559755          816        1
  492        +      559888      560748          861        1
  493        -      560848      561711          864        1
  494        -      561864      562058          195        1
  495        -      562225      562713          489        1
  496        -      562723      563406          684        1
  497        +      563540      564934         1395        1
  498        +      565021      565443          423        1
  499        +      565797      566396          600        1
  500        +      566484      566771          288        1
  501        +      566776      567222          447        1
  502        +      567222      567896          675        1
  503        -      567921      568967         1047        1
  504        -      568964      569806          843        1
  505        -      569988      570494          507        1
  506        +      570539      571648         1110        1
  507        +      571827      573065         1239        1
  508        -      573046      573801          756        1
  509        +      573984      575300         1317        1
  510        +      575348      576790         1443        1
  511        +      576808      577338          531        1
  512        +      577506      577613          108        1
  513        +      577631      578269          639        1
  514        +      578426      579175          750        1
  515        +      579349      580581         1233        1
  516        +      580800      581492          693        1
  517        -      581489      583378         1890        1
  518        -      583375      583704          330        1
  519        -      583701      584651          951        1
  520        +      584707      585423          717        1
  521        -      585424      586194          771        1
  522        +      586346      587380         1035        1
  523        +      587377      588309          933        1
  524        +      588325      589167          843        1
  525        +      589183      590058          876        1
  526        +      590083      590970          888        1
  527        +      591111      591347          237        1
  528        +      591654      592784         1131        1
  529        +      592908      593867          960        1
  530        -      593871      594779          909        1
  531        -      594802      595302          501        1
  532        -      595464      596390          927        1
  533        +      596795      597202          408        1
  534        +      597199      600105         2907        1
  535        +      600149      600391          243        1
  536        +      600441      601847         1407        1
  537        +      601857      602786          930        1
  538        +      602861      604516         1656        1
  539        +      604659      605591          933        1
  540        +      605604      606152          549        1
  541        +      606149      606448          300        1
  542        +      606527      608062         1536        1
  543        -      608059      608535          477        1
  544        +      608824      610056         1233        1
  545        +      610311      610883          573        1
  546        -      610935      611042          108        2
  547        -      611172      612074          903        1
  548        +      612255      612605          351        1
  549        +      612598      612903          306        2
  550        +      613038      614342         1305        1
  551        -      614326      614730          405        1
  552        +      614835      616223         1389        1
  553        +      616223      616831          609        1
  554        +      616885      617496          612        1
  555        +      617493      618272          780        1
  556        +      618269      619894         1626        1
  557        +      619891      620865          975        1
  558        +      620907      622124         1218        1
  559        -      622121      622282          162        1
  560        +      622329      622646          318        1
  561        +      622793      624577         1785        1
  562        -      624473      625480         1008        1
  563        -      625562      626440          879        1
  564        +      626457      627251          795        1
  565        +      627254      628288         1035        1
  566        -      628298      629731         1434        1
  567        +      630040      631686         1647        1
  568        +      631719      632375          657        1
  569        +      632372      633034          663        1
  570        -      633055      634404         1350        1
  571        -      634416      635504         1089        1
  572        -      635573      635875          303        1
  573        -      635935      636213          279        1
  574        -      636210      637463         1254        1
  575        -      637583      637969          387        1
  576        -      638032      638916          885        1
  577        -      639012      639875          864        1
  578        -      640228      640641          414        1
  579        -      640638      640856          219        1
  580        -      641096      642712         1617        1
  581        +      642889      644493         1605        1
  582        +      644490      645470          981        1
  583        +      645467      646255          789        1
  584        +      646298      647962         1665        1
  585        +      647959      648474          516        1
  586        +      648545      649672         1128        1
  587        +      649689      650393          705        1
  588        -      650407      650745          339        1
  589        -      650779      651456          678        1
  590        -      651529      652863         1335        1
  591        +      652789      653778          990        1
  592        +      653879      654739          861        1
  593        -      654924      656009         1086        1
  594        -      656010      657470         1461        1
  595        -      657548      658039          492        1
  596        +      658318      659340         1023        1
  597        +      659468      660868         1401        1
  598        +      661003      661269          267        1
  599        +      661295      663373         2079        1
  600        -      663487      664818         1332        1
  601        -      664923      665045          123        1
  602        +      665105      665326          222        1
  603        +      665461      665547           87        1
  604        -      665851      667242         1392        1
  605        -      667252      668394         1143        1
  606        -      668579      669745         1167        1
  607        +      669839      671152         1314        1
  608        +      671160      671951          792        1
  609        -      671996      675916         3921        1
  610        +      676238      676996          759        1
  611        -      677125      677703          579        1
  612        +      677710      677925          216        1
  613        +      677922      678329          408        1
  614        -      678389      679075          687        1
  615        +      679229      681862         2634        1
  616        -      681885      684272         2388        1
  617        +      684410      685132          723        1
  618        +      685129      685926          798        1
  619        +      685928      686815          888        1
  620        +      686821      688035         1215        1
  621        +      688032      688859          828        1
  622        +      688808      689062          255        1
  623        +      689059      690504         1446        1
  624        +      690501      692027         1527        1
  625        +      692090      693232         1143        1
  626        +      693192      694787         1596        1
  627        -      694839      695234          396        1
  628        -      695228      695485          258        1
  629        -      695668      696903         1236        1
  630        -      697154      697567          414        1
  631        -      697564      697800          237        1
  632        -      697904      698410          507        1
  633        -      698524      699054          531        1
  634        -      699038      699742          705        1
  635        +      699856      700167          312        1
  636        +      700263      701189          927        1
  637        +      701430      702014          585        1
  638        +      702016      702759          744        1
  639        +      702729      703199          471        1
  640        +      703244      703489          246        1
  641        +      703486      703887          402        1
  642        +      704466      704759          294        2
  643        -      704752      705909         1158        1
  644        -      705961      706182          222        1
  645        +      706324      706929          606        1
  646        -      706948      709524         2577        1
  647        +      709599      710348          750        1
  648        +      710348      710587          240        1
  649        +      710782      711009          228        2
  650        +      711006      711407          402        1
  651        +      711536      712231          696        1
  652        +      712249      712719          471        1
  653        +      712716      713807         1092        1
  654        +      713798      713932          135        1
  655        -      713929      714273          345        2
  656        +      714307      715266          960        1
  657        +      715370      716317          948        1
  658        +      716410      716664          255        1
  659        +      716664      717059          396        1
  660        -      717153      717893          741        1
  661        +      718025      718285          261        1
  662        +      718282      718689          408        1
  663        -      718761      719912         1152        1
  664        -      720005      721732         1728        1
  665        -      721729      725013         3285        1
  666        -      725013      728306         3294        1
  667        -      728583      729278          696        1
  668        -      729327      730166          840        1
  669        -      730320      731033          714        1
  670        +      731152      731364          213        2
  671        +      731712      731879          168        1
  672        +      731957      732406          450        1
  673        +      732393      732821          429        1
  674        +      732825      733325          501        1
  675        +      733737      734222          486        1
  676        +      734254      734970          717        1
  677        +      735022      735450          429        1
  678        +      735517      736224          708        1
  679        -      736298      737194          897        1
  680        -      737268      738149          882        1
  681        -      738297      739160          864        1
  682        -      739327      740187          861        1
  683        -      740234      741139          906        1
  684        -      741151      742497         1347        1
  685        +      742635      746366         3732        1
  686        +      746363      747037          675        1
  687        +      747037      747945          909        1
  688        +      748276      748812          537        1
  689        +      748849      749241          393        1
  690        -      749234      750001          768        1
  691        +      750000      751505         1506        1
  692        +      751586      752596         1011        1
  693        -      752984      753235          252        1
  694        -      753462      753617          156        1
  695        -      753693      754409          717        1
  696        -      754685      754993          309        1
  697        -      754980      755231          252        1
  698        -      755335      755766          432        1
  699        -      755769      756023          255        2
  700        +      756137      758500         2364        1
  701        -      758601      758786          186        1
  702        +      758801      759139          339        1
  703        +      760035      763325         3291        1
  704        +      763370      767320         3951        1
  705        -      767317      767637          321        1
  706        -      767684      769597         1914        1
  707        +      769792      770550          759        1
  708        +      770582      771424          843        1
  709        +      771484      773112         1629        1
  710        +      773123      774061          939        1
  711        +      774064      774786          723        1
  712        +      774783      775574          792        1
  713        -      775586      778402         2817        1
  714        -      778477      778965          489        1
  715        +      778990      779487          498        1
  716        -      779543      780040          498        1
  717        -      780042      780416          375        1
  718        +      780712      781311          600        1
  719        +      781560      781934          375        1
  720        +      781934      782404          471        1
  721        +      782485      784590         2106        1
  722        +      784821      786011         1191        1
  723        +      786149      786946          798        1
  724        +      787132      787926          795        1
  725        +      787940      789160         1221        1
  726        -      789157      789411          255        1
  727        -      790024      791073         1050        1
  728        -      791070      791666          597        1
  729        +      791757      791846           90        1
  730        +      791849      792160          312        1
  731        +      792157      793332         1176        1
  732        +      793335      794525         1191        1
  733        +      794805      795470          666        1
  734        +      795519      796931         1413        1
  735        +      796933      798372         1440        1
  736        -      798666      798746           81        1
