GeneMark.hmm PROKARYOTIC (Version 3.26)
Date: Mon Aug 10 18:14:31 2015
Sequence file name: seq.fna
Model file name: /home/genemark/parameters/prokaryotic/Synechococcus_PCC_7002/GeneMark_hmm_combined.mod
RBS: true
Model information: Synechococcus_PCC_7002

FASTA definition line: gi|169884305|gb|CP000951.1| Synechococcus sp. PCC 7002, complete genome
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
  421        -      431104      431331          228        1
  422        -      431412      432446         1035        2
  423        -      432439      433425          987        2
  424        -      433404      434288          885        2
  425        -      434457      435104          648        1
  426        -      435284      436153          870        2
  427        -      436157      436840          684        1
  428        -      436885      437679          795        2
  429        -      437719      439020         1302        2
  430        -      439236      439691          456        1
  431        -      439742      440584          843        1
  432        -      440609      441433          825        1
  433        +      441692      443482         1791        1
  434        -      443613      444527          915        1
  435        -      444802      445926         1125        1
  436        -      445950      447020         1071        1
  437        -      447199      448302         1104        1
  438        -      448414      450078         1665        1
  439        -      450157      451818         1662        1
  440        -      452031      452276          246        1
  441        -      452459      452554           96        1
  442        -      452633      453016          384        1
  443        +      453225      456164         2940        1
  444        +      456323      457681         1359        1
  445        +      457685      458446          762        1
  446        -      458506      460575         2070        1
  447        +      460754      463333         2580        1
  448        -      463330      463473          144        1
  449        +      463604      464677         1074        1
  450        +      464780      464917          138        1
  451        +      464953      466071         1119        1
  452        -      466651      466902          252        1
  453        +      467069      468463         1395        1
  454        -      468622      468948          327        1
  455        +      469217      470011          795        1
  456        +      470057      471781         1725        1
  457        -      471793      473469         1677        1
  458        +      473833      476262         2430        1
  459        -      476305      477696         1392        1
  460        +      477945      478550          606        1
  461        +      478696      480141         1446        1
  462        -      480138      481904         1767        1
  463        +      482024      482920          897        1
  464        -      482945      483673          729        1
  465        -      483738      485480         1743        1
  466        -      485560      485889          330        1
  467        +      486052      486645          594        1
  468        +      486652      487029          378        1
  469        +      487029      488282         1254        1
  470        -      488279      489949         1671        1
  471        +      490039      491697         1659        1
  472        +      491793      492563          771        1
  473        +      492657      493790         1134        1
  474        -      493826      494395          570        1
  475        +      494566      495348          783        1
  476        -      495357      496286          930        1
  477        -      496351      497241          891        1
  478        -      497485      498369          885        1
  479        -      498405      499355          951        1
  480        -      499428      500879         1452        1
  481        -      501262      502374         1113        1
  482        -      502747      502989          243        1
  483        -      502986      503165          180        2
  484        +      503159      503260          102        1
  485        +      503678      503992          315        2
  486        +      504362      504757          396        1
  487        -      504773      505630          858        1
  488        +      505783      507387         1605        1
  489        +      507449      508933         1485        1
  490        +      508942      510045         1104        1
  491        +      510216      510848          633        1
  492        +      510899      511171          273        1
  493        +      511548      513995         2448        1
  494        -      514091      514579          489        1
  495        -      514651      515868         1218        1
  496        -      516182      517123          942        1
  497        +      517282      518034          753        1
  498        -      518469      519104          636        1
  499        +      519202      519588          387        2
  500        -      519585      519932          348        1
  501        +      520252      522348         2097        1
  502        -      522364      523197          834        1
  503        +      523297      524304         1008        1
  504        +      524419      524946          528        1
  505        +      525043      525393          351        1
  506        +      525664      526416          753        1
  507        -      526424      527155          732        1
  508        -      527187      527861          675        1
  509        -      527854      528363          510        1
  510        -      528418      529698         1281        1
  511        +      529911      531014         1104        1
  512        +      531019      531750          732        1
  513        +      531831      532607          777        1
  514        -      532617      532703           87        1
  515        +      532840      535206         2367        1
  516        +      535286      535870          585        1
  517        +      535875      536231          357        2
  518        -      536370      537098          729        1
  519        +      537147      538490         1344        1
  520        -      538487      539827         1341        1
  521        +      539948      540823          876        1
  522        +      540820      541125          306        1
  523        -      541136      542257         1122        1
  524        +      542475      543644         1170        1
  525        +      543709      544629          921        1
  526        +      544694      545494          801        1
  527        +      545574      545852          279        1
  528        +      545924      546847          924        1
  529        +      546910      548121         1212        1
  530        -      548209      548748          540        1
  531        +      549002      549244          243        1
  532        +      549244      549672          429        1
  533        -      549799      550740          942        1
  534        -      550765      551598          834        1
  535        +      551649      552935         1287        1
  536        +      553044      553796          753        1
  537        +      553836      554219          384        1
  538        -      554254      555258         1005        1
  539        -      555309      556370         1062        1
  540        +      556538      557848         1311        1
  541        +      558071      558700          630        1
  542        +      558864      559007          144        1
  543        -      559208      560671         1464        1
  544        -      560780      560914          135        1
  545        +      560913      561335          423        1
  546        +      561404      563770         2367        1
  547        +      563795      564376          582        1
  548        +      564435      565931         1497        1
  549        -      565967      567199         1233        1
  550        -      567238      567591          354        1
  551        -      568393      569724         1332        1
  552        +      569794      570318          525        1
  553        -      570275      570550          276        1
  554        +      570549      570644           96        1
  555        -      570636      571121          486        1
  556        +      571257      571904          648        1
  557        +      572324      572599          276        1
  558        +      572999      573256          258        1
  559        -      573302      573637          336        1
  560        -      573756      574085          330        1
  561        -      574146      574406          261        1
  562        -      574503      575192          690        1
  563        +      575329      576396         1068        1
  564        +      576633      577325          693        1
  565        +      577569      579038         1470        1
  566        +      579081      580037          957        1
  567        -      580132      580818          687        1
  568        -      580815      581345          531        1
  569        -      581342      581878          537        1
  570        +      582274      582594          321        1
  571        -      582725      583189          465        1
  572        -      583359      584717         1359        1
  573        -      584787      585374          588        1
  574        -      585454      587874         2421        1
  575        +      588119      588352          234        1
  576        +      588404      588724          321        1
  577        +      588795      589589          795        1
  578        -      589624      592269         2646        1
  579        -      592472      593461          990        1
  580        -      593502      594023          522        1
  581        +      594075      594557          483        1
  582        +      594623      594973          351        1
  583        +      595375      595911          537        1
  584        -      595921      596001           81        1
  585        -      596050      596409          360        1
  586        +      596456      596965          510        1
  587        +      597031      597570          540        1
  588        +      597623      597817          195        1
  589        +      597882      598097          216        1
  590        +      598169      600181         2013        1
  591        +      600338      600541          204        1
  592        -      600592      601488          897        1
  593        +      601692      603062         1371        1
  594        +      603209      605026         1818        1
  595        +      605131      605970          840        1
  596        +      606122      607093          972        1
  597        +      607348      608541         1194        1
  598        -      608625      608822          198        1
  599        +      609071      610357         1287        1
  600        +      610431      612200         1770        1
  601        -      612204      613979         1776        1
  602        -      614362      614805          444        1
  603        -      614875      618045         3171        1
  604        -      618185      618583          399        1
  605        -      618600      619739         1140        1
  606        -      619815      620132          318        1
  607        -      620161      621522         1362        1
  608        +      621606      622697         1092        1
  609        +      622752      623018          267        1
  610        +      623064      623966          903        1
  611        +      624066      624758          693        1
  612        +      624873      626921         2049        1
  613        +      627191      627574          384        1
  614        +      627583      628290          708        2
  615        +      628335      630092         1758        1
  616        -      630538      631341          804        1
  617        -      631344      631871          528        1
  618        -      632081      632293          213        1
  619        +      632542      633531          990        1
  620        -      633550      633792          243        1
  621        +      633857      634378          522        1
  622        +      634435      635607         1173        1
  623        +      635698      636840         1143        1
  624        -      636837      637250          414        1
  625        +      637345      638043          699        1
  626        +      638067      638402          336        1
  627        +      638393      639841         1449        1
  628        +      639923      641146         1224        1
  629        +      641328      644336         3009        1
  630        +      644364      644636          273        1
  631        +      644798      646444         1647        1
  632        +      646516      646950          435        1
  633        +      646990      647376          387        1
  634        -      647534      648997         1464        1
  635        -      649177      650496         1320        1
  636        -      650633      651265          633        1
  637        -      651313      652527         1215        1
  638        -      652562      653491          930        1
  639        -      653563      654405          843        1
  640        -      654498      654866          369        1
  641        -      655099      657018         1920        1
  642        -      657068      657508          441        1
  643        -      657566      659380         1815        1
  644        -      659721      659987          267        2
  645        -      660172      660435          264        2
  646        -      660524      661006          483        1
  647        -      661185      661559          375        1
  648        -      661543      661785          243        1
  649        -      662124      663074          951        2
  650        -      663261      664313         1053        1
  651        -      664310      665524         1215        1
  652        -      665536      666303          768        1
  653        -      666343      668313         1971        1
  654        +      668368      668499          132        2
  655        -      668893      670047         1155        1
  656        +      670109      670270          162        1
  657        +      671032      671745          714        1
  658        -      671840      672355          516        1
  659        -      672352      672627          276        1
  660        -      672720      673754         1035        1
  661        +      674227      674670          444        1
  662        -      674799      675413          615        1
  663        -      675502      676212          711        1
  664        -      676266      676430          165        1
  665        +      676438      677151          714        1
  666        +      677167      677550          384        1
  667        -      677567      679102         1536        1
  668        -      679147      680844         1698        1
  669        -      681001      681483          483        1
  670        -      681440      682303          864        2
  671        -      682399      684021         1623        1
  672        -      684178      685407         1230        1
  673        +      685406      685786          381        2
  674        -      685816      686292          477        1
  675        +      686661      687644          984        1
  676        +      687685      689088         1404        1
  677        +      689121      690092          972        1
  678        +      690178      690573          396        1
  679        +      690808      691899         1092        1
  680        -      691896      692282          387        1
  681        -      692367      692639          273        2
  682        -      692790      694028         1239        1
  683        +      694432      694914          483        1
  684        +      695083      696090         1008        1
  685        +      696121      697209         1089        1
  686        +      697224      697742          519        1
  687        +      697769      698746          978        1
  688        +      698752      699039          288        1
  689        +      699044      699535          492        1
  690        -      699559      700005          447        1
  691        +      700150      701202         1053        1
  692        -      701132      702208         1077        1
  693        -      702281      702682          402        1
  694        +      702769      702900          132        2
  695        +      702912      703082          171        1
  696        -      703097      704017          921        1
  697        +      704252      706165         1914        1
  698        +      706286      706729          444        1
  699        +      706817      707653          837        1
  700        +      707723      708391          669        1
  701        +      708552      708926          375        1
  702        +      708930      709739          810        1
  703        -      709762      711360         1599        1
  704        -      711498      711926          429        1
  705        +      712243      713127          885        1
  706        -      713150      714055          906        1
  707        -      714052      714510          459        1
  708        -      714555      715337          783        1
  709        -      715348      715881          534        1
  710        -      715964      716485          522        1
  711        -      716577      718787         2211        1
  712        -      718941      720329         1389        1
  713        -      720376      721452         1077        1
  714        -      721449      721703          255        1
  715        -      721700      722836         1137        1
  716        -      722958      724913         1956        1
  717        -      725030      725779          750        1
  718        +      726189      728210         2022        1
  719        +      728330      729436         1107        1
  720        +      729503      730741         1239        1
  721        +      730750      731307          558        1
  722        -      731304      732380         1077        1
  723        -      732408      733571         1164        1
  724        +      733602      734567          966        1
  725        -      734570      735340          771        1
  726        -      735424      736446         1023        1
  727        -      736509      737351          843        1
  728        -      737601      738680         1080        1
  729        -      738969      740762         1794        1
  730        +      741040      741534          495        1
  731        -      741531      742811         1281        1
  732        -      742816      742989          174        1
  733        -      743051      744850         1800        1
  734        -      744877      745632          756        1
  735        -      745642      746475          834        1
  736        +      746668      747708         1041        1
  737        +      747743      748039          297        1
  738        -      748071      748535          465        1
  739        -      748609      749772         1164        1
  740        -      749796      751154         1359        1
  741        -      751262      751711          450        1
  742        +      751864      752406          543        2
  743        +      753007      753807          801        1
  744        -      753808      755298         1491        1
  745        -      755384      755977          594        1
  746        -      756079      757734         1656        1
  747        -      757817      758710          894        1
  748        -      758730      759329          600        1
  749        -      759333      759833          501        1
  750        -      760184      761800         1617        1
  751        +      762052      762525          474        1
  752        -      762580      763236          657        1
  753        +      763231      763491          261        2
  754        -      763649      764593          945        1
  755        -      764678      766195         1518        1
  756        -      766297      766854          558        1
  757        -      766851      767378          528        1
  758        -      767508      767993          486        1
  759        -      768144      768389          246        1
  760        -      768551      769291          741        1
  761        -      769346      769705          360        1
  762        +      769930      770040          111        1
  763        +      770058      770153           96        1
  764        +      770205      771179          975        1
  765        +      771195      771551          357        1
  766        +      771634      771888          255        1
  767        -      772046      773266         1221        1
  768        -      773338      774432         1095        1
  769        -      774503      774883          381        1
  770        +      775011      776045         1035        1
  771        +      776048      777373         1326        1
  772        +      777395      778144          750        1
  773        +      778301      779752         1452        1
  774        +      779853      780257          405        1
  775        -      780405      780725          321        1
  776        +      780959      781459          501        1
  777        +      781519      782781         1263        1
  778        +      782833      783087          255        1
  779        +      783325      786264         2940        1
  780        +      786552      786689          138        1
  781        +      786863      787549          687        1
  782        +      787557      788369          813        1
  783        -      788380      789510         1131        1
  784        -      789611      791080         1470        1
  785        -      791098      791235          138        1
  786        +      791312      791428          117        1
  787        +      791563      792483          921        1
  788        +      792543      793049          507        1
  789        +      793307      793522          216        1
  790        -      793551      794633         1083        1
  791        -      794651      796351         1701        1
  792        +      796425      797087          663        1
  793        -      797098      797982          885        1
  794        -      798073      798645          573        1
  795        -      798675      799064          390        1
  796        -      799194      799937          744        1
  797        -      799941      800408          468        1
  798        -      800544      801830         1287        1
  799        -      801808      802389          582        1
  800        +      802598      803893         1296        1
  801        -      803911      804696          786        1
  802        -      804730      805230          501        1
  803        -      805280      805693          414        1
  804        +      806170      806421          252        1
  805        +      806575      807699         1125        1
  806        +      807703      808086          384        1
  807        -      808083      808325          243        2
  808        -      808379      808492          114        1
  809        +      808542      808859          318        1
  810        -      808944      810554         1611        1
  811        +      810801      811310          510        1
  812        +      811535      812440          906        1
  813        +      812469      813032          564        1
  814        +      813046      814182         1137        1
  815        +      814563      816644         2082        1
  816        +      816746      817582          837        1
  817        +      817826      818776          951        1
  818        -      818815      819792          978        1
  819        -      819953      820966         1014        1
  820        +      820965      821051           87        1
  821        -      821085      821648          564        1
  822        -      821751      823577         1827        1
  823        +      823918      824961         1044        1
  824        +      825010      825303          294        1
  825        +      825354      826211          858        1
  826        +      826201      827025          825        1
  827        +      827103      828149         1047        1
  828        +      828286      829080          795        1
  829        +      829065      829208          144        1
  830        +      829314      829526          213        1
  831        +      829567      829950          384        1
  832        +      829954      830379          426        1
  833        -      830401      830895          495        1
  834        +      830992      831660          669        1
  835        -      831849      831962          114        1
  836        +      831961      833637         1677        1
  837        +      833761      835998         2238        1
  838        -      836078      836281          204        1
  839        +      836362      836493          132        1
  840        -      836710      837453          744        1
  841        -      837715      838461          747        1
  842        +      838862      839863         1002        1
  843        +      839931      840539          609        1
  844        +      840657      841088          432        1
  845        -      841173      841745          573        1
  846        -      841805      843244         1440        1
  847        +      843356      843994          639        1
  848        +      844063      845241         1179        1
  849        -      845258      845671          414        1
  850        -      845664      845882          219        1
  851        -      845944      847716         1773        1
  852        -      847765      848196          432        1
  853        +      848375      849352          978        1
  854        +      849514      850446          933        1
  855        +      850463      851419          957        1
  856        -      851586      854159         2574        1
  857        -      854319      856511         2193        1
  858        -      856966      858180         1215        2
  859        -      858218      858433          216        1
  860        -      858430      858666          237        2
  861        -      858725      860110         1386        1
  862        +      860260      860442          183        2
  863        +      860573      861055          483        1
  864        -      861015      861776          762        1
  865        +      861863      862756          894        1
  866        -      862773      863012          240        1
  867        -      863027      863275          249        1
  868        -      863401      865638         2238        1
  869        -      865698      865883          186        1
  870        -      865888      866580          693        2
  871        -      866577      866897          321        2
  872        -      867201      867674          474        1
  873        -      867740      868408          669        1
  874        +      868639      869883         1245        1
  875        -      869880      871322         1443        1
  876        -      871453      871641          189        1
  877        +      871721      871957          237        1
  878        -      872160      873206         1047        1
  879        +      873447      873554          108        1
  880        -      873736      875226         1491        1
  881        -      875468      876661         1194        1
  882        -      876764      878110         1347        1
