GeneMark.hmm PROKARYOTIC (Version 3.26)
Date: Mon Aug 10 18:03:23 2015
Sequence file name: seq.fna
Model file name: /home/genemark/parameters/prokaryotic/Escherichia_coli_O157_H7_EC4115/GeneMark_hmm_combined.mod
RBS: true
Model information: Escherichia_coli_O157_H7_EC4115

FASTA definition line: gi|47118301|dbj|BA000007.2| Escherichia coli O157:H7 str. Sakai DNA, complete genome
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
  345        -      370477      371061          585        2
  346        -      371780      372163          384        2
  347        +      372970      373221          252        2
  348        -      373223      374911         1689        1
  349        -      374925      376397         1473        1
  350        -      376411      376998          588        1
  351        +      377127      379160         2034        1
  352        +      379668      383717         4050        1
  353        +      383859      384947         1089        1
  354        -      384989      385180          192        1
  355        -      385210      385920          711        1
  356        -      386012      386314          303        1
  357        +      386777      387382          606        1
  358        +      387422      388285          864        1
  359        +      388275      389822         1548        1
  360        +      389822      391240         1419        1
  361        +      391290      391586          297        1
  362        +      391755      392705          951        1
  363        +      392715      394097         1383        1
  364        +      394366      394806          441        1
  365        +      395057      396043          987        1
  366        +      396092      396352          261        1
  367        +      396398      397576         1179        1
  368        +      397569      398540          972        1
  369        +      398537      399493          957        1
  370        +      399580      400629         1050        1
  371        +      400872      401687          816        2
  372        -      402365      402997          633        1
  373        +      403183      403458          276        1
  374        -      403556      405142         1587        1
  375        +      405381      406271          891        1
  376        +      406427      407596         1170        1
  377        +      407630      409081         1452        1
  378        +      409121      411007         1887        1
  379        +      411901      413160         1260        1
  380        +      413150      414433         1284        1
  381        -      414566      415465          900        1
  382        +      415575      416234          660        1
  383        +      416265      416735          471        1
  384        +      416768      417922         1155        1
  385        -      418025      418636          612        2
  386        -      418702      419955         1254        1
  387        -      420007      423081         3075        1
  388        -      423204      424286         1083        1
  389        -      424323      425276          954        1
  390        -      425296      426072          777        1
  391        -      426187      427032          846        1
  392        +      427211      428875         1665        1
  393        +      428877      429821          945        1
  394        +      429839      430705          867        1
  395        +      430715      431524          810        1
  396        +      431521      432471          951        1
  397        +      432468      433481         1014        1
  398        +      433657      434868         1212        1
  399        +      434970      435509          540        1
  400        -      435634      436467          834        1
  401        -      436560      437669         1110        1
  402        -      437704      437979          276        1
  403        -      438139      439185         1047        1
  404        -      439197      441275         2079        1
  405        -      441344      442375         1032        1
  406        -      442372      443676         1305        1
  407        -      443761      445302         1542        1
  408        -      445302      445931          630        1
  409        +      446234      447196          963        1
  410        +      447209      447976          768        1
  411        +      447973      448800          828        1
  412        +      448797      449648          852        1
  413        -      449755      450729          975        1
  414        +      451255      454197         2943        1
  415        +      454285      454908          624        1
  416        -      454909      456066         1158        1
  417        +      456418      457638         1221        1
  418        +      457651      458745         1095        1
  419        -      458804      459112          309        1
  420        -      459185      459373          189        2
  421        +      459372      459584          213        1
  422        -      459608      460702         1095        1
  423        +      461165      461425          261        2
  424        +      461526      462941         1416        1
  425        +      463060      463380          321        1
  426        +      463497      464597         1101        1
  427        -      464614      465423          810        1
  428        +      465543      466001          459        1
  429        +      466184      466708          525        1
  430        +      466758      466949          192        1
  431        +      467207      467884          678        1
  432        +      467956      468240          285        1
  433        +      468414      470663         2250        1
  434        +      470660      471109          450        1
  435        -      471194      472171          978        1
  436        +      472230      473138          909        1
  437        -      473281      474549         1269        1
  438        -      474591      477734         3144        1
  439        -      477731      478933         1203        1
  440        +      479123      479812          690        1
  441        +      479870      481165         1296        1
  442        +      481572      482891         1320        1
  443        +      483021      484340         1320        1
  444        +      484499      486313         1815        1
  445        +      486501      487946         1446        2
  446        -      487967      488548          582        1
  447        +      488641      489711         1071        1
  448        +      489766      490893         1128        1
  449        +      490916      491248          333        1
  450        +      491309      493123         1815        1
  451        +      493134      494105          972        1
  452        +      494256      494498          243        1
  453        +      494491      494772          282        2
  454        +      494860      495207          348        1
  455        -      495384      496268          885        1
  456        -      496567      497106          540        1
  457        +      497257      497706          450        1
  458        +      497710      498813         1104        1
  459        +      498902      499372          471        1
  460        +      499392      499811          420        1
  461        +      499889      500866          978        1
  462        +      500844      501359          516        1
  463        -      501537      503108         1572        2
  464        +      503191      503319          129        2
  465        -      503339      504313          975        1
  466        -      504368      506230         1863        1
  467        -      506255      507154          900        1
  468        -      507154      507396          243        1
  469        +      507602      509050         1449        1
  470        -      509104      509694          591        1
  471        -      509657      510568          912        1
  472        +      510736      511227          492        1
  473        -      511355      512719         1365        1
  474        -      512868      513755          888        1
  475        -      513770      514099          330        1
  476        -      514099      514713          615        1
  477        -      514703      516694         1992        1
  478        -      516716      517603          888        1
  479        -      518123      519598         1476        1
  480        -      519642      520220          579        1
  481        +      520525      520842          318        1
  482        +      520851      521039          189        1
  483        +      521186      522484         1299        1
  484        +      522729      523352          624        1
  485        +      523478      524752         1275        1
  486        +      524940      527294         2355        1
  487        +      527503      527775          273        1
  488        +      527967      529838         1872        1
  489        +      529989      530360          372        1
  490        +      530466      530864          399        1
  491        -      530916      531611          696        1
  492        -      531676      533376         1701        1
  493        +      533476      534294          819        1
  494        +      534446      534904          459        1
  495        +      534934      536706         1773        1
  496        +      536699      538480         1782        1
  497        +      538661      538999          339        1
  498        +      539029      540315         1287        1
  499        -      540364      541224          861        1
  500        +      541442      542014          573        1
  501        -      542047      542358          312        1
  502        +      542737      543090          354        1
  503        -      543132      544688         1557        1
  504        -      544846      545316          471        1
  505        -      545432      545983          552        1
  506        -      546155      546373          219        1
  507        -      546399      546773          375        1
  508        -      547319      550468         3150        1
  509        -      550491      551684         1194        1
  510        +      551826      552473          648        1
  511        +      552601      555963         3363        1
  512        -      556002      556166          165        1
  513        -      556180      556707          528        1
  514        +      556777      557154          378        1
  515        +      557307      557858          552        1
  516        +      557987      559918         1932        1
  517        +      559971      560300          330        1
  518        +      560300      560905          606        1
  519        +      561015      562889         1875        1
  520        +      563070      563714          645        1
  521        +      563846      564808          963        1
  522        -      564805      565764          960        1
  523        +      565916      567220         1305        1
  524        -      567353      569029         1677        1
  525        -      569266      570486         1221        1
  526        +      570704      572356         1653        1
  527        -      572393      572872          480        1
  528        -      573076      573870          795        1
  529        +      574008      574349          342        1
  530        -      574564      577068         2505        1
  531        +      577330      578262          933        1
  532        +      578265      579557         1293        1
  533        +      579895      581250         1356        1
  534        +      581353      585738         4386        1
  535        +      585946      601821        15876        1
  536        +      601825      603987         2163        1
  537        +      603984      605159         1176        1
  538        +      605156      605563          408        1
  539        -      605567      605770          204        2
  540        -      605767      606186          420        1
  541        -      606274      607290         1017        1
  542        +      607657      608019          363        1
  543        -      608198      608653          456        1
  544        -      608653      609570          918        1
  545        +      609716      610393          678        1
  546        +      610380      611159          780        1
  547        -      611222      612076          855        1
  548        -      612137      612946          810        1
  549        -      612936      613559          624        1
  550        +      613530      614216          687        1
  551        +      614213      616627         2415        1
  552        +      617057      621253         4197        1
  553        +      621234      621494          261        2
  554        -      622238      622609          372        1
  555        -      622725      623819         1095        1
  556        -      623888      624814          927        1
  557        +      625044      625526          483        1
  558        +      625649      626419          771        1
  559        +      626509      628290         1782        1
  560        +      628303      629079          777        1
  561        +      629180      630058          879        1
  562        +      630227      631618         1392        1
  563        +      631655      632545          891        1
  564        +      632552      633016          465        1
  565        +      633073      634374         1302        1
  566        +      634396      635541         1146        1
  567        -      635769      636554          786        1
  568        -      636565      637800         1236        1
  569        -      637822      638871         1050        1
  570        +      639188      640855         1668        1
  571        +      640865      642124         1260        1
  572        +      642135      642950          816        1
  573        +      642947      643840          894        1
  574        -      643979      645046         1068        1
  575        -      645043      645552          510        1
  576        -      645670      646392          723        1
  577        -      646395      646889          495        1
  578        +      647063      648448         1386        1
  579        -      648484      648900          417        1
  580        -      649113      649325          213        1
  581        -      649327      650193          867        1
  582        +      650664      651206          543        1
  583        +      651426      652118          693        1
  584        +      652356      654758         2403        1
  585        +      654771      655778         1008        1
  586        +      655789      656304          516        1
  587        -      656307      656954          648        2
  588        -      657304      658065          762        1
  589        -      658248      659138          891        1
  590        -      659139      662111         2973        1
  591        -      662098      664335         2238        1
  592        -      664601      665737         1137        2
  593        -      665952      666203          252        2
  594        -      666200      667534         1335        1
  595        -      667703      668110          408        2
  596        -      668128      672978         4851        1
  597        -      672998      673459          462        1
  598        -      673487      675388         1902        1
  599        -      675982      677430         1449        1
  600        -      677420      678103          684        1
  601        +      678260      679642         1383        1
  602        +      679666      679998          333        1
  603        +      680014      681237         1224        1
  604        +      681249      684386         3138        1
  605        +      684488      685864         1377        1
  606        -      685932      687179         1248        1
  607        -      687287      687940          654        1
  608        -      688034      688402          369        1
  609        -      688467      688715          249        1
  610        -      688781      689899         1119        1
  611        +      690194      690490          297        2
  612        +      690742      690993          252        2
  613        -      691115      691744          630        1
  614        -      691910      694150         2241        1
  615        +      694393      695595         1203        1
  616        +      695598      695816          219        1
  617        +      695813      699694         3882        1
  618        +      699910      701043         1134        1
  619        -      701040      701855          816        1
  620        -      701852      702844          993        1
  621        -      702841      703845         1005        1
  622        +      703956      705206         1251        1
  623        -      705210      706166          957        1
  624        +      706355      707530         1176        1
  625        +      707540      709150         1611        1
  626        +      709164      710021          858        1
  627        +      710021      710767          747        1
  628        +      710770      711183          414        1
  629        +      711409      713469         2061        1
  630        +      713651      713848          198        1
  631        -      713858      714946         1089        1
  632        +      715055      716215         1161        1
  633        -      716216      716833          618        1
  634        -      716818      718038         1221        1
  635        -      718185      719087          903        2
  636        -      719297      720043          747        1
  637        +      720415      720978          564        1
  638        +      721107      722672         1566        1
  639        -      722793      723221          429        1
  640        +      723442      724680         1239        1
  641        -      724684      724773           90        2
  642        -      724911      725321          411        1
  643        -      725551      726357          807        1
  644        -      726471      727934         1464        1
  645        -      727985      728857          873        1
  646        -      728838      729389          552        1
  647        -      729393      730925         1533        1
  648        -      730936      731844          909        1
  649        -      731841      732137          297        1
  650        -      732152      733210         1059        1
  651        +      733590      735248         1659        1
  652        +      735238      735897          660        1
  653        -      735938      737323         1386        1
  654        +      737912      738472          561        1
  655        +      738647      738856          210        1
  656        -      738910      739293          384        1
  657        +      739386      740174          789        1
  658        +      740303      740506          204        1
  659        -      740607      741572          966        1
  660        -      741781      742734          954        1
  661        +      742793      742942          150        2
  662        -      742994      743635          642        1
  663        -      743736      743999          264        1
  664        -      744109      745320         1212        1
  665        -      745460      746548         1089        1
  666        -      746559      747671         1113        1
  667        -      747674      749575         1902        1
  668        -      749606      750073          468        1
  669        -      750077      750394          318        1
  670        -      750654      751265          612        1
  671        -      751289      751930          642        1
  672        -      751932      752963         1032        1
  673        -      752963      753544          582        1
  674        -      753559      756165         2607        1
  675        +      756377      756859          483        1
  676        -      756929      757516          588        1
  677        -      757751      757906          156        1
  678        +      758071      758778          708        1
  679        +      758775      760202         1428        1
  680        -      760212      760766          555        1
  681        +      760868      761575          708        2
  682        +      761572      762024          453        1
  683        +      762103      763023          921        1
  684        -      763083      764753         1671        1
  685        -      764837      765772          936        1
  686        -      765890      766615          726        1
  687        -      766615      767289          675        1
  688        -      767289      768029          741        1
  689        -      768199      769107          909        1
  690        -      769504      771042         1539        1
  691        -      771067      771945          879        1
  692        -      772035      772502          468        1
  693        -      772499      773539         1041        1
  694        -      773692      775116         1425        1
  695        +      775262      776437         1176        1
  696        -      777676      779340         1665        1
  697        -      779597      780349          753        1
  698        -      780397      781617         1221        1
  699        -      781626      782774         1149        1
  700        -      782834      783634          801        1
  701        +      783967      785913         1947        1
  702        +      786116      787780         1665        1
  703        -      787990      788100          111        1
  704        +      788359      788838          480        1
  705        +      788856      789764          909        1
  706        +      789814      790140          327        1
  707        -      790224      790670          447        1
  708        -      790959      791489          531        1
  709        -      791629      791991          363        1
  710        -      792062      792826          765        1
  711        +      793011      793556          546        1
  712        +      793582      795222         1641        1
  713        -      795279      796598         1320        1
  714        -      796595      798802         2208        1
  715        -      799483      800160          678        1
  716        -      800157      802841         2685        1
  717        -      802834      803406          573        1
  718        -      803415      805463         2049        1
  719        -      805486      807159         1674        1
  720        -      807159      807248           90        1
  721        +      807561      807767          207        1
  722        +      808009      812208         4200        1
  723        +      812233      812775          543        2
  724        +      813046      813246          201        2
  725        +      814425      815498         1074        2
  726        +      815647      816156          510        1
  727        +      816153      817571         1419        1
  728        -      817721      819202         1482        1
  729        +      819473      820216          744        1
  730        +      820239      820895          657        1
  731        +      820889      821821          933        1
  732        +      821811      822545          735        1
  733        +      822581      823372          792        1
  734        -      823369      824316          948        1
  735        -      824564      825625         1062        1
  736        -      825622      826353          732        1
