GeneMark.hmm PROKARYOTIC (Version 3.26)
Date: Mon Aug 10 18:11:22 2015
Sequence file name: seq.fna
Model file name: /home/genemark/parameters/prokaryotic/Natronomonas_pharaonis_DSM_2160/GeneMark_hmm_combined.mod
RBS: true
Model information: Natronomonas_pharaonis_DSM_2160

FASTA definition line: gi|76800655|ref|NC_007426.1| Natronomonas pharaonis DSM 2160 complete genome
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
   96        -       94907       96214         1308        1
   97        -       96272       97372         1101        1
   98        +       97405       97815          411        1
   99        -       97816       99669         1854        1
  100        +       99766      100512          747        1
  101        +      100540      101976         1437        1
  102        -      101973      103505         1533        1
  103        -      103507      104550         1044        1
  104        -      104605      105093          489        1
  105        +      105297      107216         1920        1
  106        -      107218      108570         1353        1
  107        +      108667      109137          471        1
  108        +      109192      109845          654        1
  109        +      109979      111949         1971        1
  110        +      112022      113230         1209        1
  111        -      113243      113893          651        1
  112        -      113894      114472          579        1
  113        +      114563      115762         1200        1
  114        -      115759      116163          405        1
  115        -      116202      116495          294        1
  116        +      116570      119140         2571        1
  117        +      119262      119927          666        1
  118        +      119978      121303         1326        1
  119        -      121388      122128          741        1
  120        +      122209      122916          708        1
  121        -      122922      123458          537        1
  122        +      123562      124578         1017        1
  123        -      124769      125359          591        1
  124        -      125615      126523          909        1
  125        -      126622      127140          519        1
  126        -      127201      127626          426        1
  127        -      127826      129019         1194        1
  128        +      129109      130542         1434        1
  129        -      130549      132777         2229        1
  130        -      132850      133890         1041        1
  131        +      134001      134861          861        1
  132        +      134926      135621          696        1
  133        +      135780      137201         1422        1
  134        +      137237      137629          393        1
  135        -      137626      138867         1242        1
  136        +      138948      139175          228        1
  137        -      139165      140745         1581        1
  138        +      140966      141598          633        1
  139        +      141644      141913          270        1
  140        +      142022      142705          684        1
  141        -      142796      144079         1284        1
  142        -      144163      145368         1206        1
  143        -      145365      146648         1284        1
  144        -      146762      147661          900        1
  145        +      147932      150550         2619        1
  146        +      150645      150926          282        1
  147        -      150936      151502          567        1
  148        -      151686      152897         1212        1
  149        +      152990      153178          189        2
  150        -      153318      153494          177        2
  151        +      154058      154582          525        1
  152        +      154579      155526          948        1
  153        +      155694      156962         1269        1
  154        +      156966      157274          309        1
  155        +      157614      158381          768        1
  156        -      158426      158932          507        1
  157        -      158981      159565          585        1
  158        +      159958      161361         1404        1
  159        +      161412      161849          438        1
  160        +      161846      162856         1011        1
  161        -      162859      164205         1347        1
  162        -      164418      165383          966        1
  163        +      166425      167975         1551        1
  164        +      168029      168880          852        1
  165        +      168877      170613         1737        1
  166        +      170712      172493         1782        1
  167        +      172562      174223         1662        1
  168        -      174256      174540          285        1
  169        +      174668      177205         2538        1
  170        -      177202      177936          735        1
  171        +      178031      178510          480        1
  172        +      178652      178999          348        1
  173        -      179002      179181          180        1
  174        +      179274      180416         1143        1
  175        -      180423      181421          999        1
  176        -      181468      181650          183        1
  177        +      181760      182224          465        1
  178        +      182287      182661          375        1
  179        +      182658      183410          753        1
  180        -      183376      183942          567        1
  181        -      183996      185072         1077        1
  182        -      185131      188379         3249        1
  183        -      188526      188852          327        1
  184        +      188972      190252         1281        1
  185        -      190249      191868         1620        1
  186        +      192064      192549          486        1
  187        -      192546      193538          993        1
  188        -      193774      194592          819        1
  189        -      194589      195029          441        1
  190        -      195075      195299          225        1
  191        -      195340      195528          189        1
  192        +      195629      196741         1113        1
  193        +      196784      197503          720        1
  194        +      197666      198634          969        1
  195        +      198637      198927          291        1
  196        +      199018      199311          294        1
  197        -      199378      199728          351        1
  198        -      199759      200343          585        1
  199        -      200340      200777          438        1
  200        -      200803      201252          450        1
  201        +      201425      202042          618        1
  202        +      202081      202446          366        1
  203        -      202443      202907          465        1
  204        -      203241      205214         1974        1
  205        -      205390      206001          612        1
  206        +      206077      206424          348        1
  207        +      206474      207430          957        1
  208        +      207489      207881          393        1
  209        -      207878      208606          729        1
  210        -      208685      209218          534        1
  211        -      209283      210242          960        1
  212        -      216903      217250          348        1
  213        +      217453      217650          198        1
  214        +      217862      218914         1053        1
  215        -      218911      219303          393        1
  216        -      219329      220165          837        1
  217        +      220252      220551          300        1
  218        +      220651      221733         1083        1
  219        +      221788      223041         1254        1
  220        -      223048      225351         2304        1
  221        -      225419      226969         1551        1
  222        -      227029      228039         1011        1
  223        -      228118      228840          723        1
  224        +      228943      229938          996        1
  225        -      229957      230157          201        1
  226        +      230277      232919         2643        1
  227        +      232974      233432          459        1
  228        -      233439      233660          222        1
  229        +      233697      234461          765        1
  230        -      234463      235005          543        2
  231        -      235136      235654          519        1
  232        +      235788      236366          579        1
  233        -      236359      236817          459        1
  234        +      236900      237346          447        1
  235        +      237343      237648          306        1
  236        -      237702      238022          321        1
  237        +      238128      238649          522        1
  238        -      238701      242297         3597        1
  239        -      242313      242735          423        1
  240        -      242814      242981          168        1
  241        -      243124      244875         1752        1
  242        +      244987      245817          831        1
  243        -      245846      246172          327        1
  244        +      246267      246740          474        1
  245        -      246779      247279          501        1
  246        -      247302      249545         2244        1
  247        +      249667      249909          243        1
  248        +      249976      250083          108        1
  249        -      250093      251007          915        1
  250        +      251247      252539         1293        1
  251        +      252589      253326          738        1
  252        +      253407      256340         2934        1
  253        +      256439      256849          411        1
  254        +      256904      257440          537        1
  255        +      257510      258169          660        1
  256        +      258207      259292         1086        1
  257        +      259333      259929          597        1
  258        -      259949      260311          363        1
  259        +      260463      260882          420        1
  260        +      261067      261459          393        1
  261        +      261541      262302          762        1
  262        -      262295      262675          381        1
  263        +      262693      262881          189        1
  264        +      262967      263908          942        1
  265        -      263921      265273         1353        1
  266        +      265392      266468         1077        1
  267        +      266536      267126          591        1
  268        -      267133      269271         2139        1
  269        -      269331      271964         2634        1
  270        -      272018      274753         2736        1
  271        -      274750      275238          489        1
  272        -      275242      276276         1035        1
  273        -      276427      277785         1359        1
  274        -      277849      278238          390        1
  275        +      278394      279578         1185        1
  276        +      279582      280043          462        1
  277        -      280185      280928          744        1
  278        -      281019      282569         1551        1
  279        -      282571      283560          990        1
  280        -      283557      284681         1125        1
  281        -      284828      285757          930        1
  282        +      285847      288231         2385        1
  283        +      288542      288925          384        1
  284        +      288922      289128          207        1
  285        +      289567      291219         1653        1
  286        +      291334      291801          468        1
  287        +      291851      292219          369        1
  288        -      292216      292836          621        1
  289        +      292927      294228         1302        1
  290        +      294289      295035          747        1
  291        +      295092      295547          456        1
  292        -      295590      296573          984        1
  293        +      296715      298718         2004        1
  294        +      298796      299920         1125        1
  295        -      299964      300944          981        1
  296        -      300964      301365          402        1
  297        -      301370      302011          642        1
  298        -      302960      303082          123        1
  299        +      303234      304949         1716        1
  300        +      305049      305138           90        1
  301        +      305138      305923          786        1
  302        -      306004      306417          414        1
  303        -      306547      307242          696        1
  304        +      307344      308219          876        1
  305        +      308274      309107          834        1
  306        -      309117      310814         1698        1
  307        -      310814      313999         3186        1
  308        +      314206      314601          396        1
  309        +      314608      314859          252        1
  310        +      314978      315247          270        1
  311        -      315280      317127         1848        1
  312        -      317158      317712          555        1
  313        -      317801      319597         1797        1
  314        -      319698      321233         1536        1
  315        +      321461      324631         3171        1
  316        -      324621      324977          357        1
  317        +      325084      325608          525        1
  318        +      325774      325941          168        1
  319        -      325942      326385          444        1
  320        +      326446      326742          297        1
  321        +      326788      327006          219        1
  322        -      327003      327464          462        1
  323        -      327687      328562          876        1
  324        +      328956      331331         2376        1
  325        -      331328      331753          426        1
  326        -      331783      332835         1053        1
  327        -      332828      333634          807        1
  328        -      333784      335829         2046        1
  329        -      335826      336257          432        1
  330        -      336329      336748          420        1
  331        -      336945      337997         1053        1
  332        -      338049      338816          768        1
  333        -      338904      339362          459        1
  334        +      339472      339765          294        1
  335        +      339935      340120          186        1
  336        +      340204      341442         1239        1
  337        +      341616      342251          636        1
  338        -      342248      342529          282        1
  339        +      342672      342989          318        1
  340        +      342989      344827         1839        1
  341        +      344888      345406          519        1
  342        +      345430      345897          468        1
  343        +      345954      346151          198        1
  344        -      346145      347203         1059        1
  345        +      347321      347917          597        1
  346        +      347982      348437          456        1
  347        -      348507      348842          336        1
  348        -      348946      350664         1719        1
  349        -      350664      352178         1515        1
  350        -      352252      353247          996        1
  351        +      353425      353586          162        1
  352        -      353570      354268          699        1
  353        -      354268      355158          891        1
  354        -      355488      356696         1209        1
  355        +      357193      357402          210        1
  356        +      357506      360304         2799        1
  357        +      360346      360693          348        1
  358        -      360760      361422          663        1
  359        +      361702      363030         1329        1
  360        +      363027      364397         1371        1
  361        -      364404      364691          288        1
  362        +      364836      365606          771        1
  363        +      365698      365859          162        1
  364        +      365904      366644          741        1
  365        -      366651      367310          660        1
  366        -      367344      368858         1515        1
  367        -      368952      369527          576        1
  368        -      369742      370452          711        1
  369        +      370577      371608         1032        1
  370        +      371605      372900         1296        1
  371        +      372955      373866          912        1
  372        -      373876      374595          720        1
  373        -      374646      376697         2052        1
  374        -      376779      377594          816        1
  375        -      377591      378538          948        1
  376        -      378612      379997         1386        1
  377        -      379994      380368          375        1
  378        +      380465      381544         1080        1
  379        -      381566      382234          669        1
  380        +      382425      384065         1641        1
  381        +      384136      385125          990        1
  382        +      385122      386195         1074        1
  383        +      386197      387363         1167        1
  384        +      387353      389008         1656        1
  385        +      389089      389541          453        1
  386        -      389538      390401          864        1
  387        -      390398      390784          387        1
  388        +      390824      391345          522        1
  389        -      391352      391609          258        1
  390        +      392211      392378          168        1
  391        +      392556      394100         1545        1
  392        +      394097      396520         2424        1
  393        -      396524      397201          678        1
  394        -      397316      397474          159        1
  395        -      397634      398728         1095        1
  396        +      398814      399620          807        1
  397        +      399714      400418          705        1
  398        +      400680      401015          336        2
  399        -      401157      402011          855        1
  400        -      402013      402615          603        1
  401        -      402612      404102         1491        1
  402        -      404145      404672          528        1
  403        -      404736      405530          795        1
  404        +      405704      407029         1326        1
  405        +      407300      408466         1167        1
  406        +      408518      408691          174        1
  407        +      408691      409131          441        1
  408        -      409132      409437          306        1
  409        +      409519      410274          756        1
  410        -      410271      410759          489        1
  411        -      410853      411353          501        1
  412        +      411460      412566         1107        1
  413        -      412588      414063         1476        1
  414        -      414065      414145           81        1
  415        -      414148      415971         1824        1
  416        -      415971      417686         1716        1
  417        -      417670      418053          384        1
  418        -      418050      418604          555        1
  419        -      418601      419188          588        1
  420        -      419185      419541          357        1
  421        -      419538      419798          261        1
  422        -      419815      420897         1083        1
  423        +      421345      422163          819        1
  424        -      422173      422526          354        1
  425        +      422675      423415          741        1
  426        +      423491      424531         1041        1
  427        -      424577      425056          480        1
  428        -      425053      426795         1743        1
  429        -      426792      427232          441        1
  430        +      427310      428275          966        1
  431        +      428229      429317         1089        1
  432        +      429408      431546         2139        1
  433        +      431586      432668         1083        1
  434        +      432887      433063          177        1
  435        -      433064      433468          405        1
  436        -      433465      433998          534        1
  437        -      434900      435988         1089        1
  438        +      436090      437394         1305        1
  439        -      437391      437843          453        1
  440        -      438102      439139         1038        1
  441        -      439277      439876          600        1
  442        -      440031      442106         2076        1
  443        -      442156      443268         1113        1
  444        -      443376      443648          273        1
  445        -      443688      444878         1191        1
  446        +      444965      445849          885        1
  447        +      445876      446577          702        1
  448        +      446639      447022          384        1
  449        -      447165      447506          342        2
  450        -      447639      449399         1761        1
  451        -      449469      450446          978        1
  452        +      450547      450747          201        1
  453        +      450744      451100          357        1
  454        -      451104      451886          783        1
  455        -      451886      452407          522        1
  456        +      452578      454755         2178        1
  457        +      454759      455553          795        1
  458        -      455550      456218          669        1
  459        +      456345      456977          633        1
  460        -      457029      457496          468        1
  461        +      457591      458571          981        1
  462        +      458890      460650         1761        1
  463        +      460655      461101          447        1
  464        -      461133      461807          675        1
  465        +      461925      462092          168        1
  466        +      462178      464019         1842        1
  467        -      464016      464246          231        1
  468        -      464243      464482          240        1
  469        +      464588      465829         1242        1
  470        +      465877      466338          462        1
  471        +      466421      466837          417        1
  472        +      466846      467745          900        1
  473        -      467813      469333         1521        1
  474        -      469430      470917         1488        1
  475        -      471100      471465          366        1
  476        +      471616      472062          447        1
  477        -      472069      472380          312        1
  478        +      472481      472942          462        1
  479        +      472988      473671          684        1
  480        -      473682      474251          570        1
  481        +      474348      476699         2352        1
  482        +      476749      477744          996        1
  483        -      477741      478613          873        1
  484        -      479226      480506         1281        1
  485        -      480600      481418          819        1
  486        -      481545      482840         1296        1
  487        +      483072      484316         1245        1
  488        -      484499      485107          609        1
  489        -      485110      485361          252        1
  490        +      485597      486796         1200        1
  491        +      486815      487372          558        1
  492        +      487372      487809          438        1
  493        +      487873      488517          645        1
  494        -      488526      488783          258        2
  495        +      488866      489435          570        1
  496        +      489519      490619         1101        1
  497        +      490663      491400          738        1
  498        +      491397      491693          297        1
  499        +      491774      492877         1104        1
  500        -      492906      493298          393        1
  501        +      493391      493903          513        1
  502        +      493900      494394          495        1
  503        +      494465      495028          564        1
  504        +      495190      496878         1689        1
  505        +      497003      497551          549        1
  506        +      497605      497757          153        1
  507        +      497754      498026          273        1
  508        +      498028      498693          666        1
  509        +      498800      499138          339        1
  510        +      499179      501341         2163        1
  511        +      501540      501818          279        1
  512        +      501841      502419          579        1
  513        +      502416      503477         1062        1
  514        +      503474      503794          321        1
  515        +      503797      505554         1758        1
  516        +      505558      506973         1416        1
  517        -      507044      507466          423        1
  518        +      507558      508763         1206        1
  519        +      508765      510042         1278        1
  520        +      510039      510587          549        1
  521        -      510814      512247         1434        1
  522        -      512404      512556          153        1
  523        -      512709      513473          765        1
  524        +      513576      513956          381        1
  525        -      514099      515328         1230        1
  526        +      515380      515871          492        1
  527        +      515960      516721          762        1
  528        +      516718      517707          990        1
  529        -      517661      517882          222        1
  530        +      517979      518161          183        1
  531        +      518478      518828          351        1
  532        +      518884      519729          846        1
  533        -      519789      520352          564        1
  534        +      520466      521431          966        1
  535        -      521443      522441          999        1
  536        +      522576      522962          387        1
  537        +      523189      524523         1335        1
  538        +      524614      526119         1506        1
  539        -      526143      527351         1209        1
  540        -      527589      528020          432        1
  541        -      528094      528963          870        1
  542        -      528960      529868          909        1
  543        -      529923      530186          264        1
  544        +      530270      531997         1728        1
  545        -      532000      532737          738        1
  546        -      532734      533423          690        1
  547        -      533413      537312         3900        1
  548        +      537347      539473         2127        1
  549        +      539531      539716          186        1
  550        +      539720      540493          774        1
  551        +      540498      540827          330        1
  552        -      540831      541130          300        1
  553        -      541169      542377         1209        1
  554        -      542370      542741          372        1
  555        -      542738      543928         1191        1
  556        -      543928      544596          669        1
  557        -      544593      544817          225        1
  558        -      544822      545835         1014        1
  559        -      545840      546667          828        1
  560        -      546811      547776          966        1
  561        -      547769      548650          882        1
  562        -      548643      549341          699        1
  563        -      549338      549877          540        1
  564        +      550023      551174         1152        1
  565        +      551221      551829          609        1
  566        -      551814      552068          255        1
  567        -      552209      552601          393        1
  568        -      552641      553321          681        1
  569        -      553446      554219          774        1
  570        -      554691      555059          369        1
  571        -      555159      556283         1125        1
  572        -      556308      557060          753        1
  573        +      557170      557514          345        1
  574        -      557511      559265         1755        1
  575        -      559352      559693          342        1
  576        +      559920      560003           84        1
  577        +      560000      560125          126        1
  578        +      560196      560849          654        1
  579        -      561009      562496         1488        1
  580        +      562596      563540          945        1
  581        +      563598      564290          693        1
  582        +      564339      565166          828        1
  583        +      565168      566448         1281        1
  584        -      566445      567557         1113        1
  585        -      567690      568334          645        1
  586        -      568675      569976         1302        1
  587        -      570060      570635          576        1
  588        +      570721      572127         1407        1
  589        +      572158      573294         1137        1
  590        -      573383      573661          279        1
  591        +      573953      574663          711        1
  592        +      574713      575612          900        1
  593        +      575758      577338         1581        1
  594        +      577449      578657         1209        1
  595        +      578703      579425          723        1
  596        -      579426      580073          648        1
  597        -      580185      580397          213        1
  598        -      580597      582693         2097        1
  599        -      582748      583800         1053        1
  600        -      583864      586143         2280        1
  601        +      586452      587360          909        1
  602        +      587357      588157          801        1
  603        -      588178      589080          903        1
  604        +      589171      589863          693        1
  605        +      589860      590456          597        1
  606        -      590458      591021          564        1
  607        +      591198      592439         1242        1
  608        -      592495      592602          108        1
  609        -      592749      593696          948        1
  610        -      593689      597267         3579        1
  611        -      597291      597593          303        1
  612        +      597734      599224         1491        1
  613        +      599309      601807         2499        1
  614        +      601884      602591          708        1
  615        +      602696      604369         1674        1
  616        +      604421      604804          384        1
  617        -      604943      605590          648        1
  618        +      605742      607505         1764        1
  619        +      607589      608377          789        1
  620        -      608384      608962          579        1
  621        +      609013      609903          891        1
  622        +      609946      610323          378        1
  623        -      610333      610518          186        1
  624        -      610562      612622         2061        1
  625        +      613183      614523         1341        1
  626        -      614520      614900          381        1
  627        -      614980      615228          249        1
  628        -      615308      616753         1446        1
  629        -      616881      617597          717        1
  630        -      617688      618209          522        1
  631        -      618260      618553          294        1
  632        +      618781      619854         1074        1
  633        +      619903      620112          210        1
  634        -      620117      622171         2055        1
  635        +      622214      622348          135        1
  636        -      622345      623064          720        1
  637        +      623131      624282         1152        1
  638        +      624375      624764          390        1
  639        -      624849      625439          591        1
  640        +      625556      626557         1002        1
  641        +      626641      628428         1788        1
  642        -      628447      629037          591        1
  643        -      629038      629967          930        1
  644        +      630128      630571          444        1
  645        +      630633      630917          285        1
  646        +      630992      631231          240        1
  647        +      631276      631680          405        1
  648        -      631689      632450          762        1
  649        -      632529      633317          789        1
  650        -      633370      633825          456        1
  651        -      633834      634310          477        1
  652        +      634398      634856          459        1
  653        +      634881      635480          600        1
  654        -      635477      636214          738        1
  655        -      636192      638360         2169        1
  656        -      638461      638592          132        1
  657        +      638723      638989          267        1
  658        -      638996      639865          870        1
  659        -      639937      641073         1137        1
  660        +      641218      642174          957        1
  661        -      642294      643571         1278        1
  662        +      643677      644630          954        1
  663        -      644627      645400          774        1
  664        -      645381      646187          807        1
  665        +      646362      647492         1131        1
  666        +      647489      648271          783        1
  667        +      648309      649028          720        1
  668        -      649025      649639          615        1
  669        +      649730      650482          753        1
  670        -      650461      651186          726        1
  671        -      651227      651601          375        1
  672        +      651768      652784         1017        1
  673        +      652784      653155          372        1
  674        +      653155      654207         1053        1
  675        +      654204      654989          786        1
  676        -      655052      655825          774        1
  677        +      655960      658185         2226        1
  678        +      658270      658449          180        1
  679        +      658442      659161          720        1
  680        +      659215      659808          594        1
  681        +      659859      660983         1125        1
  682        +      660980      662017         1038        1
  683        -      662011      663249         1239        1
  684        +      663366      663449           84        2
  685        +      663449      663985          537        1
  686        -      664006      665175         1170        1
  687        +      665347      665736          390        1
  688        +      665771      666214          444        1
  689        -      666239      667096          858        1
  690        -      667152      668309         1158        1
  691        +      668486      668917          432        1
  692        +      669000      669254          255        1
  693        -      669269      669790          522        1
  694        -      669830      670783          954        1
  695        +      670876      671649          774        1
  696        -      671656      672690         1035        1
  697        -      672820      673848         1029        1
  698        +      674050      674682          633        1
  699        -      674679      675275          597        1
  700        +      675367      675951          585        1
  701        +      675948      676646          699        1
  702        +      676640      677353          714        1
  703        +      677444      679663         2220        1
  704        -      679803      680246          444        1
  705        +      680332      680835          504        1
  706        -      680837      681544          708        1
  707        +      681635      682306          672        1
  708        -      682415      683014          600        1
  709        +      683126      684292         1167        1
  710        -      684358      685731         1374        1
  711        +      685823      686092          270        1
  712        +      686089      686604          516        1
  713        +      686601      687185          585        1
  714        +      687249      687608          360        1
  715        -      687642      688301          660        1
  716        -      688388      688957          570        1
  717        -      688997      690076         1080        1
  718        -      690146      690616          471        1
  719        +      690737      692428         1692        1
  720        -      692606      693061          456        1
  721        -      693058      693912          855        1
  722        +      693948      696242         2295        1
  723        +      696947      698155         1209        1
  724        +      698148      700025         1878        1
  725        -      700013      700513          501        1
  726        -      701022      701273          252        1
  727        +      701352      701678          327        1
  728        -      701716      703020         1305        1
  729        -      703063      706098         3036        1
  730        +      706222      706491          270        1
  731        +      706488      707759         1272        1
  732        -      707771      708562          792        1
  733        -      708609      709130          522        1
  734        -      709341      710132          792        1
  735        +      710463      711788         1326        1
  736        +      711913      712806          894        1
  737        +      712799      713842         1044        1
  738        +      713839      714570          732        1
  739        +      714573      715277          705        1
  740        -      715302      715883          582        1
  741        +      715976      717031         1056        1
  742        -      717037      719475         2439        1
  743        +      719580      719960          381        1
  744        +      719957      720892          936        1
  745        -      720908      721747          840        1
  746        +      721887      723092         1206        1
  747        +      723286      724170          885        1
  748        +      724167      724907          741        1
  749        +      724904      725740          837        1
  750        -      725907      726344          438        1
  751        -      726341      726856          516        1
  752        -      726943      728160         1218        1
  753        -      728162      729592         1431        1
  754        -      729644      730552          909        1
  755        +      730771      732501         1731        1
  756        -      732514      737736         5223        1
  757        +      737875      738057          183        1
  758        +      738133      738507          375        1
  759        +      738504      738917          414        1
  760        -      738909      741602         2694        1
  761        -      741599      742954         1356        1
  762        -      742955      743326          372        1
  763        -      743368      743703          336        1
  764        +      743857      745071         1215        1
  765        +      745156      747411         2256        1
  766        -      747538      747933          396        1
  767        +      748067      749437         1371        1
  768        +      749594      750253          660        1
  769        +      750260      750694          435        1
  770        +      750695      751201          507        1
  771        -      751198      751827          630        1
  772        -      751921      752358          438        1
  773        -      752415      753617         1203        1
  774        -      753614      753922          309        1
  775        -      753986      755101         1116        1
  776        +      755190      755471          282        1
  777        -      755510      755740          231        1
  778        +      755884      756084          201        1
  779        +      756168      756614          447        1
  780        -      756628      756780          153        1
  781        -      756903      757091          189        1
  782        -      757094      757471          378        1
  783        +      757596      758243          648        1
  784        -      758227      758430          204        1
  785        +      758550      758798          249        1
  786        +      758874      759401          528        1
  787        +      759398      759859          462        1
  788        -      759869      760603          735        1
  789        -      760678      762453         1776        1
  790        -      762564      764039         1476        1
  791        -      764102      765076          975        1
  792        -      765146      766405         1260        1
  793        -      766572      767105          534        1
  794        +      767235      767738          504        1
  795        +      767807      768697          891        1
  796        +      768699      769784         1086        1
  797        -      769785      770636          852        1
  798        -      770640      771434          795        1
  799        +      771754      772899         1146        1
  800        +      773076      774164         1089        1
  801        +      774206      774832          627        1
  802        +      774861      775250          390        1
  803        +      775208      775891          684        1
  804        +      775894      776418          525        1
  805        +      776423      777079          657        1
  806        +      777090      777671          582        1
  807        -      777668      777937          270        1
  808        +      778048      778329          282        2
  809        +      778332      778505          174        1
  810        +      778564      779364          801        1
  811        +      779365      779547          183        1
  812        -      779544      782135         2592        1
  813        +      782301      783056          756        1
  814        +      783061      783264          204        1
  815        -      783274      784047          774        1
  816        -      784107      785363         1257        1
  817        +      785487      786653         1167        1
  818        +      786711      787361          651        1
  819        -      787508      788206          699        1
  820        +      788498      789220          723        1
  821        +      789341      790405         1065        1
  822        -      790423      791994         1572        1
  823        +      792376      794127         1752        1
  824        +      794185      795417         1233        1
  825        -      795470      796756         1287        1
  826        -      796824      797369          546        1
  827        -      797465      797998          534        1
  828        -      797995      799308         1314        1
  829        -      800019      801407         1389        1
  830        +      801519      802046          528        1
  831        +      802203      803774         1572        1
  832        +      803820      803972          153        1
  833        +      804024      805145         1122        1
  834        -      805151      806332         1182        1
  835        -      806373      807671         1299        1
  836        +      807824      808021          198        1
  837        +      808087      808218          132        2
  838        -      808242      808511          270        1
  839        +      808612      808881          270        1
  840        +      809051      809944          894        1
  841        -      810022      811689         1668        1
  842        +      811856      812824          969        1
  843        +      812945      814516         1572        1
  844        -      814541      815437          897        1
  845        -      815500      816363          864        1
  846        +      816518      817888         1371        1
  847        -      817901      818173          273        1
  848        +      818360      819613         1254        1
  849        -      819615      819953          339        1
  850        +      820029      820532          504        1
  851        -      820648      821466          819        1
  852        +      821517      822221          705        1
  853        +      822254      823522         1269        1
  854        -      823519      824178          660        1
  855        +      824269      824637          369        1
  856        +      824634      825170          537        1
  857        -      825172      826431         1260        1
  858        -      826435      826566          132        1
  859        -      826791      827225          435        1
  860        +      827417      829021         1605        1
  861        -      829018      831195         2178        1
  862        -      831192      831701          510        1
  863        +      831823      832200          378        1
  864        +      832248      832688          441        1
  865        +      832688      833068          381        1
  866        -      833079      833357          279        1
  867        +      833356      834165          810        1
  868        -      834162      834365          204        1
  869        -      834418      834627          210        1
  870        +      834636      835316          681        1
  871        +      835399      837003         1605        1
  872        -      837005      838663         1659        1
  873        -      838750      839097          348        1
  874        -      839153      840934         1782        1
  875        +      841030      841953          924        1
  876        +      841954      842655          702        1
  877        +      842648      843499          852        1
  878        -      843557      844774         1218        1
  879        +      845036      846667         1632        1
  880        +      846667      847368          702        1
  881        +      847460      847669          210        1
  882        -      847666      848289          624        1
